[camera]
# width=480
# height=640
width=720
height=1280

[detection]
tag_pixel_width = 200
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 3500.3 # in cm
origo_offset = [240, 320] # in pixels
cm_per_pixel = 2.2
baudrate = 9600##115200 #921600#

[setup]
label = "Two different suns"

    [[setup.suns]]
    link_factor = 1.5
    width = 11
    "θ" = 1.5707963267948966
    r = 5

        [setup.suns.color]
        r = 0.39215686274509803
        g = 1
        b = 0
    [[setup.suns]]
    link_factor = -0.8
    width = 3
    "θ" = 3.141592653589793
    r = 1

        [setup.suns.color]
        r = 0.1607843137254902
        g = 0.5019607843137255
        b = 1

[experiment]
datetime = 2023-12-05T21:24:23.261Z

ms,x,y,θ,start1,stop1,red1,green1,blue1,start2,stop2,red2,green2,blue2
67162,391.6626993753505,695.709055936272,-2.06286314939532,76,86,100,255,0,89,91,41,128,255
67262,394.28573528259375,694.0869289716652,-2.031639387910743,77,87,100,255,0,89,91,41,128,255
67362,393.93897788821346,690.2099690185851,-1.9943401880025953,78,88,100,255,0,88,90,41,128,255
67466,392.9051620691785,688.1600826650281,-1.9397988776356494,80,90,100,255,0,87,89,41,128,255
67766,390.95463795360047,686.0850341094545,-1.892472125560433,81,91,100,255,0,87,89,41,128,255
67866,388.83415839026645,683.8685267201834,-1.8547602216250165,82,92,100,255,0,86,88,41,128,255
68065,388.2817423798321,683.5471284457722,-1.7718302314970982,84,94,100,255,0,85,87,41,128,255
68162,390.80251475291044,686.0330771448938,-1.6987976260228872,86,96,100,255,0,84,86,41,128,255
68262,391.457880144064,687.0975079566144,-1.6482175996906425,87,97,100,255,0,83,85,41,128,255
68365,393.66900588049543,686.8727612683463,-1.6236056166145176,88,98,100,255,0,83,85,41,128,255
68564,394.6626261102191,690.2952117829811,-1.578350530448189,89,99,100,255,0,82,84,41,128,255
68662,392.95327255360644,689.0569490017916,-1.5690455257210376,90,100,100,255,0,82,84,41,128,255
68864,393.9185200143131,683.5017964019985,-1.5014293571614201,91,101,100,255,0,81,83,41,128,255
68962,395.5975883943661,683.6765006384232,-1.457930137436513,93,103,100,255,0,80,82,41,128,255
69364,401.22653747554364,680.0681933521237,-1.413688159076596,94,104,100,255,0,80,82,41,128,255
69462,402.370018310682,680.5185390893986,-1.389644277013706,94,104,100,255,0,79,81,41,128,255
69564,401.26628246046954,679.6107965664524,-1.4125311447831947,94,104,100,255,0,80,82,41,128,255
69665,400.88345255744156,678.4422708664586,-1.4455094336732315,93,103,100,255,0,80,82,41,128,255
69766,400.23789514831356,676.2797581804856,-1.498288677379893,91,101,100,255,0,81,83,41,128,255
69866,399.89924380298226,672.7898783765476,-1.6724919725970584,87,97,100,255,0,83,85,41,128,255
69968,398.08340763486257,672.939332739498,-1.7554228300074153,84,94,100,255,0,85,87,41,128,255
70066,395.2781400012414,674.3613047474477,-1.824514045716646,83,93,100,255,0,86,88,41,128,255
70166,394.9644198439423,675.6108072465735,-1.8649917434860324,82,92,100,255,0,86,88,41,128,255
70266,394.781208235548,675.980131362094,-1.9292746106415177,80,90,100,255,0,87,89,41,128,255
70465,394.0558679335296,677.0107621177207,-1.8909092509310226,81,91,100,255,0,87,89,41,128,255
70566,393.9462720281379,677.020641510078,-1.8733238700356871,81,91,100,255,0,86,88,41,128,255
70666,394.09823139165906,676.3663850513981,-1.8400188335082017,82,92,100,255,0,86,88,41,128,255
70866,393.3189230606757,671.361805892831,-1.8221941249187268,83,93,100,255,0,86,88,41,128,255
71066,397.0649563160738,676.4457074213751,-1.8358460574543545,82,92,100,255,0,86,88,41,128,255
71266,394.8939177579515,677.5584324842127,-1.8970982319558212,81,91,100,255,0,87,89,41,128,255
71366,397.38938678759007,676.9140469780364,-1.9431978350559236,79,89,100,255,0,87,89,41,128,255
71466,400.671601913955,677.9015466046585,-1.9799906145329202,78,88,100,255,0,88,90,41,128,255
71566,399.5245638319892,676.0965017585987,-2.0258251322459335,77,87,100,255,0,89,91,41,128,255
71668,400.86848033281325,675.5708429653865,-2.07359692908054,76,86,100,255,0,89,91,41,128,255
71766,400.7322759069844,676.1333921137541,-2.159854428391124,74,84,100,255,0,90,92,41,128,255
71867,401.3260893691072,677.1702788398563,-2.251546441638876,71,81,100,255,0,92,94,41,128,255
71966,401.8972256146227,675.5993017461104,-2.302036257444845,70,80,100,255,0,92,94,41,128,255
72066,404.08755105195036,671.7291746069129,-2.3613745521979794,68,78,100,255,0,93,95,41,128,255
72166,406.6596974337373,668.4962151601464,-2.4353605202000113,66,76,100,255,0,94,96,41,128,255
72266,406.21036920355186,668.5273118213802,-2.4650694730498026,65,75,100,255,0,95,97,41,128,255
72362,405.82741064093494,669.7788824756,-2.501750239487267,64,74,100,255,0,95,97,41,128,255
72465,405.90903225677306,670.3461464395008,-2.5594209542336257,63,73,100,255,0,96,98,41,128,255
72569,406.67832251695927,670.2536014054267,-2.7382462848233575,58,68,100,255,0,99,101,41,128,255
72765,412.0139023802635,669.2505443816431,-2.7770383708807995,57,67,100,255,0,99,101,41,128,255
72867,415.99343914503277,670.155939069998,-2.8370036495088433,55,65,100,255,0,100,102,41,128,255
72966,418.42432410451073,670.0739589162671,-2.924035706197474,53,63,100,255,0,101,103,41,128,255
73066,418.1179887679125,669.7613832091461,-2.9949153619724997,51,61,100,255,0,102,104,41,128,255
73166,416.8893520189681,667.3209223672212,-3.0468426188877094,50,60,100,255,0,103,105,41,128,255
73266,417.0312375323416,666.493551003643,-3.115354988979317,48,58,100,255,0,104,106,41,128,255
73366,414.6028676690032,664.2518684347347,3.0294691069405704,44,54,100,255,0,106,108,41,128,255
73466,415.77540177571683,662.6771449062724,2.9567400689597063,42,52,100,255,0,107,109,41,128,255
73566,413.30981395493836,664.7959283313498,2.9350399238301192,42,52,100,255,0,108,110,41,128,255
73662,411.5791668641891,667.0727681736778,2.904713859983266,41,51,100,255,0,108,110,41,128,255
73762,410.61210246332234,666.6530840261364,2.850285091323484,39,49,100,255,0,109,111,41,128,255
73863,409.6775898863202,667.2278961727342,2.7553279723173163,37,47,100,255,0,110,112,41,128,255
73963,408.35069947146417,667.6335526025808,2.6420195736713348,34,44,100,255,0,112,114,41,128,255
74062,408.7759829842462,668.2077968763429,2.5702796742882787,32,42,100,255,0,0,2,41,128,255
74162,410.4777317107413,668.8300967547923,2.458774714314337,29,39,100,255,0,1,3,41,128,255
74262,414.5341504219831,667.505119262703,2.348797212795115,26,36,100,255,0,3,5,41,128,255
74363,419.0459560361412,664.8665712014349,2.2621395719951574,23,33,100,255,0,4,6,41,128,255
74463,420.08128251736224,664.74600373101,2.217545790509213,22,32,100,255,0,5,7,41,128,255
74562,420.94708955596246,666.2408804599706,2.1467379311075923,20,30,100,255,0,6,8,41,128,255
74677,422.962465706031,666.5278679219946,2.1053557696253016,19,29,100,255,0,6,8,41,128,255
74762,424.71920990060545,665.0847035661054,2.016981294649626,17,27,100,255,0,8,10,41,128,255
74862,425.8216913642009,665.1754687378599,1.9793887987380954,16,26,100,255,0,8,10,41,128,255
74962,426.26914826753193,665.4214803366618,1.9608568928404633,15,25,100,255,0,9,11,41,128,255
75063,425.9785995784133,665.1269946806664,1.9297099359767387,14,24,100,255,0,9,11,41,128,255
75466,429.12847347594254,665.4110943198384,1.8897023846519467,13,23,100,255,0,10,12,41,128,255
75666,436.9799107785616,665.7605000342159,1.824889340481742,12,22,100,255,0,11,13,41,128,255
75766,437.11246585300216,666.3514213767114,1.79269123630661,11,21,100,255,0,11,13,41,128,255
75866,433.8171212233014,666.8395477226202,1.7426662393235952,9,19,100,255,0,12,14,41,128,255
75966,433.15133791386427,667.5110030381327,1.6851927014883774,8,18,100,255,0,13,15,41,128,255
76062,434.2503554828465,665.6693512890971,1.6399921429902258,7,17,100,255,0,13,15,41,128,255
76162,433.3953964110958,663.115731405707,1.5685577049501922,5,15,100,255,0,14,16,41,128,255
76264,429.11840344747907,662.223529960528,1.4657164259635238,2,12,100,255,0,16,18,41,128,255
76362,427.4603421899934,662.4812303038436,1.4153517412408803,1,11,100,255,0,16,18,41,128,255
76462,428.9982089159233,659.9988671994006,1.3412165043153503,-1,9,100,255,0,17,19,41,128,255
76563,429.6289443443618,658.6121021274441,1.2531117852695393,-4,6,100,255,0,19,21,41,128,255
76663,431.1113364162173,656.7797856984627,1.174844281418203,107,117,100,255,0,20,22,41,128,255
76762,430.0543519003837,655.2583892798264,1.102802733321148,105,115,100,255,0,21,23,41,128,255
76867,428.4135366123743,654.9480774260691,0.977606552849298,102,112,100,255,0,23,25,41,128,255
76962,425.94397669952315,653.9213898786596,0.8254599791011583,98,108,100,255,0,25,27,41,128,255
77064,429.05356176123536,651.4642992451691,0.6639487596023073,93,103,100,255,0,27,29,41,128,255
77162,431.09824236016317,650.9073694783751,0.5525163508857921,90,100,100,255,0,29,31,41,128,255
77262,427.98101111154233,650.2296118142664,0.42137467947914686,87,97,100,255,0,31,33,41,128,255
77363,425.4638835522579,650.2689892310171,0.3418004984939242,85,95,100,255,0,32,34,41,128,255
77463,424.9184393103896,649.9519656566686,0.30822063795584254,84,94,100,255,0,32,34,41,128,255
77567,422.64992364938416,649.8762748677952,0.288040339142893,83,93,100,255,0,33,35,41,128,255
77666,424.5690258542273,649.6853992478663,0.2322623485076265,82,92,100,255,0,33,35,41,128,255
78362,430.7906687563385,646.1367312373452,0.21546872935057007,81,91,100,255,0,34,36,41,128,255
78666,434.6665127051083,647.6965400747433,0.2285885682625395,82,92,100,255,0,33,35,41,128,255
78863,438.60080772780253,646.3038627014225,0.34242770656030885,85,95,100,255,0,32,34,41,128,255
78966,441.0885541795352,643.672947860731,0.5522068951835993,90,100,100,255,0,29,31,41,128,255
79063,445.2224975552967,641.6317404821837,0.6244159415345913,92,102,100,255,0,28,30,41,128,255
79163,444.31766324839026,640.7427329182073,0.6723898499799629,93,103,100,255,0,27,29,41,128,255
79264,445.325758947014,641.6618588117142,0.7598851757831774,96,106,100,255,0,26,28,41,128,255
79362,444.6139071498125,643.2629093915551,0.8897217341419182,99,109,100,255,0,24,26,41,128,255
79462,443.7827698724218,642.6267107821091,1.0314382835597333,103,113,100,255,0,22,24,41,128,255
79567,443.0111065912647,641.3775522266028,1.1216976075959653,106,116,100,255,0,21,23,41,128,255
79667,440.22902792273896,640.5938514285757,1.182334920594561,107,117,100,255,0,20,22,41,128,255
79766,439.79553433808314,642.1693224543577,1.2359142585264997,-4,6,100,255,0,19,21,41,128,255
79862,438.35694250861354,642.5757898266786,1.284304264920531,-3,7,100,255,0,18,20,41,128,255
79962,436.53249200990183,641.710884245133,1.3382786314180244,-2,8,100,255,0,18,20,41,128,255
80063,435.0444745215136,641.7690219591818,1.363352007071501,-1,9,100,255,0,17,19,41,128,255
80165,431.4949711138272,641.8833746654981,1.3775181112916228,0,10,100,255,0,17,19,41,128,255
80266,429.926695180965,642.7273445010505,1.418946209361081,1,11,100,255,0,16,18,41,128,255
80463,429.0397340267474,638.5670938148089,1.4575301188131522,2,12,100,255,0,16,18,41,128,255
80563,426.7921321350151,638.9957347846882,1.4857631362230674,2,12,100,255,0,15,17,41,128,255
80663,426.41814901703754,639.7522994544468,1.512997962679509,3,13,100,255,0,15,17,41,128,255
80867,425.34693322934754,637.6171799994443,1.5338920258375337,4,14,100,255,0,15,17,41,128,255
81270,430.0478570654718,635.5405900584789,1.5152305077565322,3,13,100,255,0,15,17,41,128,255
81767,433.37477950021747,636.8593799079974,1.4832299623432603,2,12,100,255,0,15,17,41,128,255
81966,430.5376903941566,637.0056283248664,1.5116468461925465,3,13,100,255,0,15,17,41,128,255
82067,432.10847456612396,639.1502719779514,1.5790336897138606,5,15,100,255,0,14,16,41,128,255
82163,432.5270869466512,642.5653873120679,1.7230316534419494,9,19,100,255,0,12,14,41,128,255
82269,432.7982268206735,642.7718868873019,1.8397611773004634,12,22,100,255,0,10,12,41,128,255
82366,431.6657883193738,641.1562292791048,1.938674801534199,15,25,100,255,0,9,11,41,128,255
82465,432.36867383088884,641.1159601844276,2.0169219216407948,17,27,100,255,0,8,10,41,128,255
82567,431.9661568509554,640.1008523379713,2.0651662965141284,18,28,100,255,0,7,9,41,128,255
82667,434.79662998137474,638.5965978374727,2.170250982497582,21,31,100,255,0,6,8,41,128,255
82763,430.8275043296094,638.8387170563062,2.2882515264243013,24,34,100,255,0,4,6,41,128,255
82866,426.07952573814623,637.9399306181793,2.3729113147017262,26,36,100,255,0,3,5,41,128,255
82967,423.9924607324557,636.420301228461,2.5222713522620013,30,40,100,255,0,0,2,41,128,255
83070,425.4860601258105,634.297086532636,2.7764683957725813,37,47,100,255,0,110,112,41,128,255
83170,421.60530023049176,635.5101955830739,3.0213301138955346,44,54,100,255,0,106,108,41,128,255
83266,419.1216545726736,635.6805624444593,-2.856189331187005,55,65,100,255,0,100,102,41,128,255
83382,415.38954965182506,635.1363680241831,-2.5572715087884426,63,73,100,255,0,96,98,41,128,255
83468,410.01615278789643,635.5138537469833,-2.3544598514696795,68,78,100,255,0,93,95,41,128,255
83569,411.0467781136732,636.4701041847115,-2.127426904273672,74,84,100,255,0,90,92,41,128,255
83766,395.6812879907402,638.7774061997561,-2.0694630358323938,76,86,100,255,0,89,91,41,128,255
83866,392.36834932892504,639.7670276987578,-1.9130171361485517,80,90,100,255,0,87,89,41,128,255
83967,390.96428115695124,637.4667652585749,-1.8122006774593375,83,93,100,255,0,85,87,41,128,255
84064,392.4237247108615,635.9236963704275,-1.734965037402244,85,95,100,255,0,84,86,41,128,255
84166,394.1697119736144,635.3029397649959,-1.6440586818311482,88,98,100,255,0,83,85,41,128,255
84263,395.5271305018606,636.5495615668583,-1.5510209673829145,90,100,100,255,0,82,84,41,128,255
84363,399.1597717764474,636.9839048628098,-1.479637867865824,92,102,100,255,0,81,83,41,128,255
84467,398.8591439965679,640.3756171562585,-1.394077527887544,94,104,100,255,0,79,81,41,128,255
84568,398.31570334704236,642.2468140545982,-1.3279575324428639,96,106,100,255,0,78,80,41,128,255
84667,397.5599087329314,640.9012127410049,-1.288099783036816,97,107,100,255,0,78,80,41,128,255
84767,398.46113839818486,639.1167309948984,-1.2163033578298403,99,109,100,255,0,77,79,41,128,255
84866,399.643225663825,637.9895289869661,-1.178921289532761,100,110,100,255,0,76,78,41,128,255
85065,399.7982596295656,637.0038355657475,-1.1465282097865652,101,111,100,255,0,76,78,41,128,255
85163,399.0255832955785,635.6046394011086,-1.1067953404457793,102,112,100,255,0,75,77,41,128,255
85268,400.39507987352835,632.976806456039,-1.0279353980499413,104,114,100,255,0,74,76,41,128,255
85368,402.9072308807003,634.068989324165,-0.9959869449186437,105,115,100,255,0,74,76,41,128,255
85470,402.94044731298254,634.1282470856315,-0.9744528880491924,106,116,100,255,0,73,75,41,128,255
85567,404.1565845648678,633.905500996224,-0.9335141946153546,107,117,100,255,0,73,75,41,128,255
85664,409.2555900455024,632.9189140439646,-0.8439791354569606,-4,6,100,255,0,72,74,41,128,255
85768,413.98862266613173,632.2435284492088,-0.7704214466924267,-2,8,100,255,0,70,72,41,128,255
85863,415.6605129508108,631.2934970331171,-0.7028254928066173,0,10,100,255,0,69,71,41,128,255
85967,416.6893597071771,629.7617079058525,-0.6314286562029825,2,12,100,255,0,68,70,41,128,255
86065,417.02939006593,630.8524947081037,-0.5666024945034105,4,14,100,255,0,68,70,41,128,255
86163,415.09029071179805,630.4192226133563,-0.535110788687281,4,14,100,255,0,67,69,41,128,255
86263,415.93848265153304,630.2885173750916,-0.48343089723679533,6,16,100,255,0,66,68,41,128,255
86368,415.4843806823552,629.4518845896125,-0.44669405489775016,7,17,100,255,0,66,68,41,128,255
86463,414.3040531075569,628.840312439397,-0.4121907629654294,8,18,100,255,0,65,67,41,128,255
86563,412.61874073382523,627.7984393208396,-0.35619856927896865,9,19,100,255,0,65,67,41,128,255
86667,411.29801513695395,628.7119763324268,-0.2642606684514526,12,22,100,255,0,63,65,41,128,255
86863,414.32695618663394,627.1278542327059,-0.2104784253388465,13,23,100,255,0,62,64,41,128,255
86967,414.8235558336924,625.9003642988805,-0.1637457280973135,14,24,100,255,0,62,64,41,128,255
87065,413.8763299562687,625.9398513710556,-0.09337303864280473,16,26,100,255,0,61,63,41,128,255
87168,416.0246270185896,624.8703034133781,-0.06368948488565125,17,27,100,255,0,60,62,41,128,255
87263,416.78064713909896,624.6810678647464,-0.029450123321862812,18,28,100,255,0,60,62,41,128,255
87366,418.2325414440891,624.1174347213326,0.03230418914720362,20,30,100,255,0,59,61,41,128,255
87563,416.90496662987994,624.4697062967915,0.08695123501029223,21,31,100,255,0,58,60,41,128,255
87669,418.7920573946032,624.6730636967175,0.1351224420386184,22,32,100,255,0,57,59,41,128,255
87767,420.2232892489658,623.442157833894,0.19051457844599887,24,34,100,255,0,57,59,41,128,255
87866,420.7855012711594,623.0882161283517,0.24804514968269628,26,36,100,255,0,56,58,41,128,255
87966,422.7704767510247,623.5579904521121,0.29096518604367805,27,37,100,255,0,55,57,41,128,255
88167,428.3353355993552,624.3692169382107,0.35464737390185413,28,38,100,255,0,54,56,41,128,255
88269,426.02220287322984,625.3201476410893,0.38014477582048173,29,39,100,255,0,54,56,41,128,255
88369,423.82697809769735,626.4497014517319,0.42076760608591,30,40,100,255,0,53,55,41,128,255
88465,425.6896235309122,623.9437338391853,0.48172231601461635,32,42,100,255,0,52,54,41,128,255
88565,428.4377275460081,620.973057936581,0.5404896585816237,33,43,100,255,0,52,54,41,128,255
88663,431.882663286346,619.6490763799766,0.589052645597189,35,45,100,255,0,51,53,41,128,255
88762,433.24103697542387,619.1020833800314,0.6366080571163082,36,46,100,255,0,50,52,41,128,255
88867,435.2192630038754,619.0008428827024,0.6847501522438497,37,47,100,255,0,50,52,41,128,255
88966,436.46374685644525,619.1247921672615,0.7267116046042794,38,48,100,255,0,49,51,41,128,255
89066,438.7003453568327,618.3261548583507,0.7563513146896006,39,49,100,255,0,48,50,41,128,255
89166,439.6449832562878,616.8353298939556,0.765459517064002,40,50,100,255,0,48,50,41,128,255
89266,439.72202181220524,617.6757982550799,0.8239285797167679,41,51,100,255,0,48,50,41,128,255
89370,438.0092090353568,618.1257706005587,0.8529173302342379,42,52,100,255,0,47,49,41,128,255
89467,439.5748764417684,618.6032600218703,0.9224259169497997,44,54,100,255,0,46,48,41,128,255
89566,439.9794221352314,619.2582144854557,0.988404972891059,46,56,100,255,0,45,47,41,128,255
89667,438.69343687922367,620.4732450152932,1.0829420991007632,48,58,100,255,0,44,46,41,128,255
89766,437.1642660725514,621.4259154148249,1.1440767071040976,50,60,100,255,0,43,45,41,128,255
89870,437.06269126177494,621.9686267149939,1.2035555253678052,51,61,100,255,0,42,44,41,128,255
89966,436.67442296056174,621.5585950201321,1.262350462375467,53,63,100,255,0,41,43,41,128,255
90065,436.54017742526844,621.7640707846228,1.2980672398725663,54,64,100,255,0,41,43,41,128,255
90165,436.00036186100886,621.2125962342529,1.3320730713900237,55,65,100,255,0,40,42,41,128,255
90265,437.46487330048876,620.4807148019562,1.3789915353186828,56,66,100,255,0,40,42,41,128,255
90362,440.1296333719341,618.3250144564771,1.4135990395629936,57,67,100,255,0,39,41,41,128,255
90466,441.79527644029963,616.3162640044475,1.4535476332504027,58,68,100,255,0,38,40,41,128,255
90666,443.26189019010394,616.6262725347888,1.4867409182870213,59,69,100,255,0,38,40,41,128,255
90866,443.0122686151875,615.2460416487556,1.5136617833516268,60,70,100,255,0,38,40,41,128,255
90966,445.46668211295315,614.455429473804,1.5210072966337156,60,70,100,255,0,37,39,41,128,255
91167,449.87418130381883,611.5384181732658,1.4842583565929366,59,69,100,255,0,38,40,41,128,255
91267,446.91684293462504,610.7910487216707,1.366710649648036,56,66,100,255,0,40,42,41,128,255
91366,446.106754137215,611.0756950028004,1.2858396551825344,54,64,100,255,0,41,43,41,128,255
91467,447.82550419962377,612.5577178404566,1.2559796121807603,53,63,100,255,0,41,43,41,128,255
91566,450.59344222533434,612.4058700109723,1.1870982123741165,51,61,100,255,0,42,44,41,128,255
91666,449.17282144838373,612.5570950623296,1.0893078467466077,48,58,100,255,0,44,46,41,128,255
91767,450.39574253446864,613.2440340255778,1.0014258303090409,46,56,100,255,0,45,47,41,128,255
91866,450.3437363463313,613.2210133491751,0.9194226239651144,44,54,100,255,0,46,48,41,128,255
91967,448.5881336802006,611.5736554836456,0.7872829986467235,40,50,100,255,0,48,50,41,128,255
92066,445.512097482933,610.0832860132904,0.7360525062056011,39,49,100,255,0,49,51,41,128,255
92170,443.5210009779108,609.7185679627496,0.634588052306058,36,46,100,255,0,50,52,41,128,255
92267,441.6963783729108,608.3786433870822,0.5353447512705312,33,43,100,255,0,52,54,41,128,255
92366,439.1341377601524,606.2630790089502,0.4048202213015107,30,40,100,255,0,54,56,41,128,255
92467,436.992164455451,604.4544620183633,0.26278297806270345,26,36,100,255,0,56,58,41,128,255
92567,435.90820679011085,604.3290594461362,0.1085919471260159,22,32,100,255,0,58,60,41,128,255
92667,435.28893634219446,603.2807250976616,0.018552459018634625,19,29,100,255,0,59,61,41,128,255
92766,429.95314806601937,602.7163583580291,-0.08381054363378823,17,27,100,255,0,61,63,41,128,255
92867,426.25196005484156,602.0714947940498,-0.17895176000649213,14,24,100,255,0,62,64,41,128,255
92968,425.36346784123134,601.0544132582536,-0.27120603345887245,12,22,100,255,0,63,65,41,128,255
93067,422.57879514273134,599.7669371312803,-0.3584204991386367,9,19,100,255,0,65,67,41,128,255
93167,419.2202021894832,600.9317824412566,-0.469928785917692,6,16,100,255,0,66,68,41,128,255
93267,415.02595009587367,603.1458617543601,-0.5266580480066284,5,15,100,255,0,67,69,41,128,255
93366,413.49936438655953,604.8147508415594,-0.5758193194775306,3,13,100,255,0,68,70,41,128,255
93467,411.55949708625235,603.5454344702603,-0.6611777163311784,1,11,100,255,0,69,71,41,128,255
93567,412.82673802880515,602.2420524429407,-0.6876949433052164,0,10,100,255,0,69,71,41,128,255
93667,409.0032101553424,601.1278552769156,-0.7133818176398798,0,10,100,255,0,70,72,41,128,255
93767,406.30199090105964,600.538505781478,-0.7424228594903681,-1,9,100,255,0,70,72,41,128,255
93868,408.9826263701778,599.7421610503878,-0.7806356144514094,-2,8,100,255,0,71,73,41,128,255
93967,412.3931740639356,601.2989491591388,-0.8019023269549492,-3,7,100,255,0,71,73,41,128,255
94068,419.9234841160236,601.5848466337727,-0.7631709110889084,-2,8,100,255,0,70,72,41,128,255
