[camera]
width=480
height=640
# width=720
# height=1280

[detection]
tag_pixel_width = 200
widen_radius = 15

[arena]
nleds = 198
ring_r = 3500.3 # in cm
origo_offset = [240, 320] # in pixels
cm_per_pixel = 2.2
baudrate = 9600##115200 #921600#

[setup]
label = "Two different suns"

    [[setup.suns]]
    link_factor = 1.5
    width = 11
    "θ" = 1.5707963267948966
    r = 5

        [setup.suns.color]
        r = 0.39215686274509803
        g = 1
        b = 0
    [[setup.suns]]
    link_factor = -0.8
    width = 3
    "θ" = 3.141592653589793
    r = 1

        [setup.suns.color]
        r = 0.1607843137254902
        g = 0.5019607843137255
        b = 1

[experiment]
datetime = 2023-12-05T11:17:11.318Z

ms,x,y,θ,start1,stop1,red1,green1,blue1,start2,stop2,red2,green2,blue2
17317,262.8584501452899,320.0069764944582,-2.394232228075523,130,140,100,255,0,159,161,41,128,255
17486,264.15822377256836,318.73882677529343,-2.7475435542731437,114,124,100,255,0,168,170,41,128,255
17517,264.1441275317493,319.10633185474853,-2.83771231397811,109,119,100,255,0,171,173,41,128,255
17552,263.85640814055523,319.4768939394573,-2.89076528124389,107,117,100,255,0,172,174,41,128,255
17585,264.02265256117266,319.9623170101815,-2.934379110923612,105,115,100,255,0,173,175,41,128,255
17617,264.2662854532322,320.1280999472922,-2.981862099084872,103,113,100,255,0,174,176,41,128,255
17653,264.45755864732223,320.0276638026563,-3.0500744587385777,99,109,100,255,0,176,178,41,128,255
17684,264.74841596142903,320.0403144285643,-3.080644930958332,98,108,100,255,0,177,179,41,128,255
17716,265.3922588888066,320.0408768976168,-3.118809417566393,96,106,100,255,0,178,180,41,128,255
17753,266.2986164369788,320.3491711391662,-3.042545084849195,100,110,100,255,0,176,178,41,128,255
17817,267.76301015292154,320.01178517022265,-2.9264976945016676,105,115,100,255,0,173,175,41,128,255
17917,267.47103911509765,320.62772204365433,-2.690768345992352,116,126,100,255,0,167,169,41,128,255
18050,267.6334281031561,318.96007190134935,-2.013051041236401,148,158,100,255,0,150,152,41,128,255
18084,268.3727001837077,318.28357528511094,-1.8629751655213562,155,165,100,255,0,146,148,41,128,255
18116,268.00832812478643,317.489497061693,-1.6573690024796213,165,175,100,255,0,141,143,41,128,255
18148,268.5794795046893,317.13145381195415,-1.5532674687812924,170,180,100,255,0,138,140,41,128,255
18184,268.6684544417584,317.2879810697798,-1.4408614510610243,175,185,100,255,0,135,137,41,128,255
18249,269.215186357191,317.13106707294025,-1.127115957516577,190,200,100,255,0,127,129,41,128,255
18284,269.28329382189804,317.26613945883906,-0.9607849605061004,0,10,100,255,0,123,125,41,128,255
18315,269.3635248505494,317.37662417946615,-0.7838218365814451,8,18,100,255,0,119,121,41,128,255
18417,270.000852252847,318.428674615006,-0.17412692625019133,37,47,100,255,0,103,105,41,128,255
18448,269.83362290279297,318.72435450292176,-0.03846055514363794,44,54,100,255,0,100,102,41,128,255
18484,270.14191102891317,318.8632025706102,0.1011644019335315,50,60,100,255,0,96,98,41,128,255
18549,270.46466931405763,319.78218681854105,0.4182260651277883,65,75,100,255,0,88,90,41,128,255
19301,270.18608035873797,321.0951596382671,1.2469522318482986,104,114,100,255,0,68,70,41,128,255
19321,269.2133341418846,320.4357832785124,1.5917685723808808,121,131,100,255,0,59,61,41,128,255
19440,269.20996673076775,319.87390452184275,2.672158251996695,172,182,100,255,0,32,34,41,128,255
19464,269.5574850660739,319.91711694670823,2.508790937713494,164,174,100,255,0,36,38,41,128,255
19550,271.0446389295066,321.9037981860779,1.613616669298395,122,132,100,255,0,58,60,41,128,255
19686,270.2227491859054,322.18849988285535,1.1399194227806095,99,109,100,255,0,70,72,41,128,255
19717,270.3097647080243,322.2079084467784,0.9930984483269171,92,102,100,255,0,74,76,41,128,255
19849,269.3752991354297,322.29817218145314,0.3822440422154635,64,74,100,255,0,89,91,41,128,255
19884,269.0306047124152,322.50466699218737,0.20891351832102617,55,65,100,255,0,94,96,41,128,255
19917,268.9627737781715,322.43120393394645,0.07725274698912445,49,59,100,255,0,97,99,41,128,255
19948,268.3507492205143,321.987379080445,-0.07580629572601029,42,52,100,255,0,101,103,41,128,255
20017,268.2290710610939,322.79654859101095,-0.45810060326691415,24,34,100,255,0,111,113,41,128,255
20081,267.7055082871751,321.53228553562553,-0.6737247034443278,14,24,100,255,0,116,118,41,128,255
20117,267.3428379396642,321.4236242083541,-0.8505078854768556,5,15,100,255,0,120,122,41,128,255
20149,267.47930278770866,321.2847680046312,-1.0499921020782432,-4,6,100,255,0,125,127,41,128,255
20249,265.7832549742514,321.4438148689114,-1.5580207455338562,170,180,100,255,0,138,140,41,128,255
20381,265.0473743332652,322.4713067873595,-1.8939154923287354,154,164,100,255,0,147,149,41,128,255
20550,265.3679109966321,323.24176073208463,-2.377755814532799,131,141,100,255,0,159,161,41,128,255
20682,265.36602083438817,322.2583400835173,-2.518861793512765,124,134,100,255,0,163,165,41,128,255
20716,265.4288885975992,322.3725651215876,-2.4452556959750034,128,138,100,255,0,161,163,41,128,255
20749,265.7924242410704,322.40522321413226,-2.4152189026654667,129,139,100,255,0,160,162,41,128,255
20881,265.382299205674,321.5012006828955,-1.9788162155265823,150,160,100,255,0,149,151,41,128,255
20917,265.29644437277256,321.2897994035186,-1.7598314975547742,160,170,100,255,0,143,145,41,128,255
20948,265.39671524677226,321.0539580394215,-1.6143568258613328,167,177,100,255,0,140,142,41,128,255
20981,265.7139388478615,320.437417864112,-1.5155606162904443,172,182,100,255,0,137,139,41,128,255
21049,266.4621761313456,319.74631754179904,-1.2225963603541818,186,196,100,255,0,130,132,41,128,255
21081,266.9805350200452,319.5191216060538,-1.002518669864555,-2,8,100,255,0,124,126,41,128,255
21116,267.35452358877023,319.6029933769202,-0.8142487055386178,7,17,100,255,0,120,122,41,128,255
21148,267.9135180128358,319.3936680063161,-0.5908327445310606,18,28,100,255,0,114,116,41,128,255
21180,268.3655829224368,319.2338435243437,-0.431924941128517,25,35,100,255,0,110,112,41,128,255
21216,269.1806217825855,318.924109412396,-0.2420193543870946,34,44,100,255,0,105,107,41,128,255
21248,269.58129089526255,318.7871326233844,-0.10145200507872634,41,51,100,255,0,102,104,41,128,255
21280,270.0247538434893,318.94252120445003,0.1313100371455759,52,62,100,255,0,96,98,41,128,255
21317,270.1903275738696,319.1414844346036,0.2823087936829893,59,69,100,255,0,92,94,41,128,255
21348,270.49681413674205,319.4457529664908,0.41163421737499606,65,75,100,255,0,89,91,41,128,255
21381,270.0829075312745,319.0194689151912,0.6105045557753799,74,84,100,255,0,84,86,41,128,255
21449,271.92980295209907,319.2197561823925,0.9034434855625137,88,98,100,255,0,76,78,41,128,255
21481,272.21893586761126,319.682801458786,1.0562740295728261,95,105,100,255,0,72,74,41,128,255
21517,272.18035025260747,319.80242924403626,1.1739569836409638,101,111,100,255,0,69,71,41,128,255
21650,272.1479222186179,319.8816405699822,1.4953044999240457,116,126,100,255,0,61,63,41,128,255
21750,271.20699201173267,319.97925355806814,1.5466778622048616,119,129,100,255,0,60,62,41,128,255
21850,271.9063506900852,319.2289172757489,1.530178338153802,118,128,100,255,0,60,62,41,128,255
21881,271.97274660500153,319.2097396090533,1.5043859808871745,117,127,100,255,0,61,63,41,128,255
21949,272.22180795843997,319.086221401654,1.50127564121475,116,126,100,255,0,61,63,41,128,255
22017,272.6740420808996,318.8937824240861,1.4467234430547522,114,124,100,255,0,63,65,41,128,255
22081,272.57886556077403,319.1216790198962,1.4835508380418816,116,126,100,255,0,62,64,41,128,255
22218,272.25128663938574,318.8668207457618,1.4394541177905193,114,124,100,255,0,63,65,41,128,255
22314,272.13597805577865,319.25701318186987,1.408298449143664,112,122,100,255,0,63,65,41,128,255
22449,272.31410196971194,318.92643259997817,1.436086729881906,113,123,100,255,0,63,65,41,128,255
22481,272.39324073625755,319.21216641401634,1.4410257553563643,114,124,100,255,0,63,65,41,128,255
22548,272.6526821703794,319.2145334688233,1.4348757174520819,113,123,100,255,0,63,65,41,128,255
22580,272.64945619309594,319.28094160782564,1.430215775883457,113,123,100,255,0,63,65,41,128,255
22648,272.46669910479625,319.1636366520579,1.415605012461484,112,122,100,255,0,63,65,41,128,255
22713,272.657491547306,319.2340995311486,1.4268648664881973,113,123,100,255,0,63,65,41,128,255
22815,273.73882951891244,318.6755594196122,1.4536829719531519,114,124,100,255,0,62,64,41,128,255
22848,274.02320041726415,318.36983464576076,1.442375774292913,114,124,100,255,0,63,65,41,128,255
22913,274.8637851931159,318.3198692013701,1.4277214586070814,113,123,100,255,0,63,65,41,128,255
23082,276.9083654802558,320.70779067989463,1.4137013878029652,112,122,100,255,0,63,65,41,128,255
23113,276.7334837265357,320.965844393108,1.4048443465834424,112,122,100,255,0,64,66,41,128,255
23250,276.9560192662327,323.1905202542898,1.3982639262940488,112,122,100,255,0,64,66,41,128,255
23381,276.9856425165012,324.71214364853836,1.4036095655627934,112,122,100,255,0,64,66,41,128,255
23551,276.2439183238625,325.5284415455435,1.3900911758825167,111,121,100,255,0,64,66,41,128,255
23580,276.05464168149496,325.7688817558652,1.3919984626337065,111,121,100,255,0,64,66,41,128,255
23611,275.7036301289694,326.1806535850959,1.4011763204847347,112,122,100,255,0,64,66,41,128,255
23713,274.80245057786607,326.43784064138504,1.4031537645302676,112,122,100,255,0,64,66,41,128,255
23849,275.4928291171858,325.24664175797477,1.4241240823028094,113,123,100,255,0,63,65,41,128,255
23982,276.04691784089005,324.7373500579965,1.4017988535731623,112,122,100,255,0,64,66,41,128,255
24151,276.5561068973161,324.05437303974645,1.274493984502319,106,116,100,255,0,67,69,41,128,255
24181,276.8862364648693,323.6104608642485,1.2025041857979295,102,112,100,255,0,69,71,41,128,255
24213,277.05547395219594,323.2363500458539,1.1671037823528416,101,111,100,255,0,70,72,41,128,255
24313,278.0670772731647,323.22109814405957,1.1139457641594412,98,108,100,255,0,71,73,41,128,255
24451,281.81630723787987,322.3029045276496,1.0698041636472333,96,106,100,255,0,72,74,41,128,255
24481,282.59063159629693,322.08291921876685,1.0653427451535809,96,106,100,255,0,72,74,41,128,255
24513,283.64462827656945,322.10592072454284,1.0520992914571343,95,105,100,255,0,72,74,41,128,255
24581,285.32268204519346,322.73206777547705,1.027519803034567,94,104,100,255,0,73,75,41,128,255
24747,289.5208607421299,325.74720660560104,0.9774118560169258,92,102,100,255,0,74,76,41,128,255
