[camera]
# width=480
# height=640
width=720
height=1280

[detection]
tag_pixel_width = 200
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 3500.3 # in cm
origo_offset = [240, 320] # in pixels
cm_per_pixel = 2.2
baudrate = 9600##115200 #921600#

[setup]
label = "Two different suns"

    [[setup.suns]]
    link_factor = 1.5
    width = 11
    "θ" = 1.5707963267948966
    r = 5

        [setup.suns.color]
        r = 0.39215686274509803
        g = 1
        b = 0
    [[setup.suns]]
    link_factor = -0.8
    width = 3
    "θ" = 3.141592653589793
    r = 1

        [setup.suns.color]
        r = 0.1607843137254902
        g = 0.5019607843137255
        b = 1

[experiment]
datetime = 2023-12-05T19:23:02.646Z

ms,x,y,θ,start1,stop1,red1,green1,blue1,start2,stop2,red2,green2,blue2
29,310.7497299697627,686.3764111136691,-1.6224233887223938,24,34,100,255,0,56,58,41,128,255
32,308.8702806993206,685.2699596365919,-1.6225799853654785,24,34,100,255,0,57,59,41,128,255
132,306.42733930106965,684.089629747597,-1.617202249055126,24,34,100,255,0,56,58,41,128,255
432,306.249823767239,683.3914155443625,-1.6078157632068248,25,35,100,255,0,56,58,41,128,255
628,306.04191406467766,682.0650490125972,-1.6256919558256862,24,34,100,255,0,57,59,41,128,255
728,304.79682941124673,681.510422500112,-1.7464036759640245,21,31,100,255,0,58,60,41,128,255
828,304.3574843643168,681.1287427382368,-1.8675704840411222,18,28,100,255,0,60,62,41,128,255
928,304.1659066534546,680.9814628169917,-2.070614986858036,12,22,100,255,0,63,65,41,128,255
1028,302.8042344840463,681.4688332264867,-2.3115431241184963,6,16,100,255,0,66,68,41,128,255
1128,302.4833955837804,681.5187841467057,-2.469861765943155,1,11,100,255,0,69,71,41,128,255
1235,301.4418132640459,682.1651781269001,-2.689334372369009,108,118,100,255,0,72,74,41,128,255
1328,301.27266113762806,682.4602159983802,-2.92745850354985,102,112,100,255,0,75,77,41,128,255
1428,301.5424604078546,682.358787852676,-3.0816503139154263,98,108,100,255,0,77,79,41,128,255
1528,302.17163988625884,683.101034373653,3.0445341585726737,94,104,100,255,0,80,82,41,128,255
1630,301.45746347720984,683.3244233259848,2.9326825713917004,91,101,100,255,0,81,83,41,128,255
1729,299.89477694643887,683.5247420378971,2.7648836419521423,86,96,100,255,0,84,86,41,128,255
