[camera]
# width=480
# height=640
# width=720
# height=1280
# width=1536
# height=1024
# width=640
# height=480
# fps=30

[detection]
tag_pixel_width = 100
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 30 # in cm
origo_offset = [360, 360] # in pixels
cm_per_pixel = 0.1
baudrate = 115200#9600###921600#

[setup]
label = "Three stationary suns"

    [[setup.suns]]
    link_factor = 0
    azimuth = 0
    width = 1
    red = 255
    [[setup.suns]]
    link_factor = 0
    green = 255
    azimuth = 90
    width = 1
    [[setup.suns]]
    blue = 255
    link_factor = 0
    azimuth = 180
    width = 1

[experiment]
datetime = 2023-12-09T21:38:59.199Z

ms,x,y,θ,start1,stop1,start2,stop2,start3,stop3
2770,,,,1,1,29,29,57,57
3037,,,,1,1,29,29,57,57
3074,,,,1,1,29,29,57,57
3112,,,,1,1,29,29,57,57
3146,,,,1,1,29,29,57,57
3179,,,,1,1,29,29,57,57
3212,,,,1,1,29,29,57,57
3242,,,,1,1,29,29,57,57
3290,,,,1,1,29,29,57,57
3404,,,,1,1,29,29,57,57
3436,,,,1,1,29,29,57,57
3467,,,,1,1,29,29,57,57
3498,,,,1,1,29,29,57,57
3530,,,,1,1,29,29,57,57
3561,,,,1,1,29,29,57,57
3591,,,,1,1,29,29,57,57
3624,,,,1,1,29,29,57,57
3722,,,,1,1,29,29,57,57
3758,,,,1,1,29,29,57,57
3790,,,,1,1,29,29,57,57
3820,,,,1,1,29,29,57,57
3848,,,,1,1,29,29,57,57
3877,,,,1,1,29,29,57,57
3906,,,,1,1,29,29,57,57
3933,,,,1,1,29,29,57,57
3970,,,,1,1,29,29,57,57
3998,,,,1,1,29,29,57,57
4039,,,,1,1,29,29,57,57
4067,,,,1,1,29,29,57,57
4110,,,,1,1,29,29,57,57
4142,,,,1,1,29,29,57,57
4272,,,,1,1,29,29,57,57
4356,,,,1,1,29,29,57,57
4476,,,,1,1,29,29,57,57
4549,,,,1,1,29,29,57,57
4675,,,,1,1,29,29,57,57
4755,,,,1,1,29,29,57,57
4867,,,,1,1,29,29,57,57
4961,,,,1,1,29,29,57,57
5069,,,,1,1,29,29,57,57
5151,,,,1,1,29,29,57,57
5274,,,,1,1,29,29,57,57
5349,,,,1,1,29,29,57,57
5472,,,,1,1,29,29,57,57
5547,,,,1,1,29,29,57,57
5646,,,,1,1,29,29,57,57
5745,,,,1,1,29,29,57,57
5872,,,,1,1,29,29,57,57
5939,,,,1,1,29,29,57,57
6072,,,,1,1,29,29,57,57
6149,,,,1,1,29,29,57,57
6272,,,,1,1,29,29,57,57
6368,,,,1,1,29,29,57,57
6467,,,,1,1,29,29,57,57
6564,,,,1,1,29,29,57,57
6643,,,,1,1,29,29,57,57
6765,,,,1,1,29,29,57,57
6844,,,,1,1,29,29,57,57
6965,,,,1,1,29,29,57,57
7046,,,,1,1,29,29,57,57
7166,,,,1,1,29,29,57,57
7263,,,,1,1,29,29,57,57
7346,,,,1,1,29,29,57,57
7464,,,,1,1,29,29,57,57
7561,,,,1,1,29,29,57,57
7663,,,,1,1,29,29,57,57
7876,377.6541346407588,781.308165695161,0.2010927648701104,1,1,29,29,57,57
7876,373.81563302277885,766.1780379567367,-0.3010332852908818,1,1,29,29,57,57
7908,381.4169231250343,737.2090541831933,-0.47757003475470644,1,1,29,29,57,57
8018,402.3001788793496,723.5318334573667,-0.35156025989834405,1,1,29,29,57,57
8119,423.4537109506809,729.6888594981549,-0.09924541222978724,1,1,29,29,57,57
8219,429.2425358434731,723.3154234522328,0.38128670495003286,1,1,29,29,57,57
8319,426.0919124909589,709.835895074078,0.8622927837482343,1,1,29,29,57,57
8428,421.7379515899737,697.6043781197457,1.43549119575622,1,1,29,29,57,57
8520,422.59611023588786,692.5872161952085,1.912963935472961,1,1,29,29,57,57
8620,424.4053181027567,691.4984461623156,2.2156915846657834,1,1,29,29,57,57
8719,428.0760820091034,687.8094256749688,2.697852023338003,1,1,29,29,57,57
8820,430.3043508952718,684.6776909499931,3.1042155178552155,1,1,29,29,57,57
8920,430.338218096137,680.2021749790305,-2.879131908599631,1,1,29,29,57,57
9020,430.47692748840376,676.0066399037729,-2.548587914891152,1,1,29,29,57,57
9120,431.8204412021844,672.6897409665302,-2.2737173381685913,1,1,29,29,57,57
9219,431.6409355256295,670.590057271013,-2.012613882580765,1,1,29,29,57,57
9319,431.1089023054084,666.9628749349763,-1.8350089430136176,1,1,29,29,57,57
9415,428.99855099513314,662.8885268134825,-1.7698285487102514,1,1,29,29,57,57
9515,429.6245282493079,666.2498973127964,-1.8707654565281218,1,1,29,29,57,57
9616,430.9836581717052,672.2038426796624,-2.123252707446368,1,1,29,29,57,57
9715,431.5887095700403,678.890080963647,-2.4081532082676196,1,1,29,29,57,57
9815,431.11606319438016,683.1416959457505,-2.6393155567523383,1,1,29,29,57,57
9915,428.7445985903431,685.9146872684721,-2.9376031942031973,1,1,29,29,57,57
10016,425.07616574741235,687.2975586448562,3.0083409582160145,1,1,29,29,57,57
10116,423.8602942145038,689.9324559471285,2.711856059376098,1,1,29,29,57,57
10215,424.5030207022548,691.0711457295107,2.4509231667246745,1,1,29,29,57,57
10315,423.0589503610836,693.0630139867156,2.1057111794387104,1,1,29,29,57,57
10415,421.83435689663634,696.644583522933,1.764683161888516,1,1,29,29,57,57
10515,420.71197485937597,701.4610003589426,1.4728793629175607,1,1,29,29,57,57
10616,418.41692936883715,704.3024748300879,1.1597252984244986,1,1,29,29,57,57
10716,414.1398191931744,704.5139752130349,0.792234247955441,1,1,29,29,57,57
10811,411.9537688827642,704.5674443048449,0.5127184719334416,1,1,29,29,57,57
10901,409.25704098609526,703.0672073303342,0.2715592252401387,1,1,29,29,57,57
11011,402.07139768170725,700.5164714701389,-0.1027409782714965,1,1,29,29,57,57
11112,395.1438208211854,704.5351665103319,-0.4669748492705061,1,1,29,29,57,57
11212,391.5507075340989,706.5648575487995,-0.9031298166736764,1,1,29,29,57,57
11311,391.38100529647016,708.1159293726168,-1.215072985831612,1,1,29,29,57,57
11412,392.3770876740645,711.4493741082559,-1.600372120799766,1,1,29,29,57,57
11511,389.98808209100935,707.7427650432652,-1.5784754944926394,1,1,29,29,57,57
11611,372.17856544134503,685.856722608944,-1.3807029927653252,1,1,29,29,57,57
11712,,,,1,1,29,29,57,57
11813,,,,1,1,29,29,57,57
11913,,,,1,1,29,29,57,57
12015,,,,1,1,29,29,57,57
12118,,,,1,1,29,29,57,57
12217,,,,1,1,29,29,57,57
12318,,,,1,1,29,29,57,57
12419,,,,1,1,29,29,57,57
12523,,,,1,1,29,29,57,57
12624,,,,1,1,29,29,57,57
12725,,,,1,1,29,29,57,57
12829,,,,1,1,29,29,57,57
12927,,,,1,1,29,29,57,57
13029,,,,1,1,29,29,57,57
13133,,,,1,1,29,29,57,57
13234,,,,1,1,29,29,57,57
13335,,,,1,1,29,29,57,57
13437,,,,1,1,29,29,57,57
13534,,,,1,1,29,29,57,57
13631,,,,1,1,29,29,57,57
13733,,,,1,1,29,29,57,57
13834,,,,1,1,29,29,57,57
13937,,,,1,1,29,29,57,57
14029,,,,1,1,29,29,57,57
14138,,,,1,1,29,29,57,57
14230,,,,1,1,29,29,57,57
14339,,,,1,1,29,29,57,57
14423,,,,1,1,29,29,57,57
14515,,,,1,1,29,29,57,57
14645,,,,1,1,29,29,57,57
14720,,,,1,1,29,29,57,57
14834,,,,1,1,29,29,57,57
14944,,,,1,1,29,29,57,57
15022,,,,1,1,29,29,57,57
15139,,,,1,1,29,29,57,57
15224,,,,1,1,29,29,57,57
15340,,,,1,1,29,29,57,57
15423,,,,1,1,29,29,57,57
15541,,,,1,1,29,29,57,57
15623,,,,1,1,29,29,57,57
15742,,,,1,1,29,29,57,57
15823,,,,1,1,29,29,57,57
15941,,,,1,1,29,29,57,57
16016,,,,1,1,29,29,57,57
16143,,,,1,1,29,29,57,57
16222,,,,1,1,29,29,57,57
16343,,,,1,1,29,29,57,57
16422,,,,1,1,29,29,57,57
16509,,,,1,1,29,29,57,57
16643,,,,1,1,29,29,57,57
16718,,,,1,1,29,29,57,57
16841,,,,1,1,29,29,57,57
16918,,,,1,1,29,29,57,57
17042,,,,1,1,29,29,57,57
17118,,,,1,1,29,29,57,57
17242,,,,1,1,29,29,57,57
17337,,,,1,1,29,29,57,57
17420,,,,1,1,29,29,57,57
17539,,,,1,1,29,29,57,57
17615,,,,1,1,29,29,57,57
17739,,,,1,1,29,29,57,57
17816,,,,1,1,29,29,57,57
17935,,,,1,1,29,29,57,57
18010,,,,1,1,29,29,57,57
18137,,,,1,1,29,29,57,57
18214,,,,1,1,29,29,57,57
18334,,,,1,1,29,29,57,57
18405,,,,1,1,29,29,57,57
