[camera]
# width=480
# height=640
# width=720
# height=1280
# width=1536
# height=1024
# width=640
# height=480
# fps=30

[detection]
tag_pixel_width = 100
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 30 # in cm
origo_offset = [360, 360] # in pixels
cm_per_pixel = 0.1
baudrate = 115200#9600###921600#

[setup]
label = "Three stationary suns"

    [[setup.suns]]
    link_factor = 0
    azimuth = 0
    width = 1
    red = 255
    [[setup.suns]]
    link_factor = 0
    green = 255
    azimuth = 90
    width = 1
    [[setup.suns]]
    blue = 255
    link_factor = 0
    azimuth = 180
    width = 1

[experiment]
datetime = 2023-12-09T21:40:22.771Z

ms,x,y,θ,start1,stop1,start2,stop2,start3,stop3
2759,,,,1,1,29,29,57,57
3016,,,,1,1,29,29,57,57
3049,,,,1,1,29,29,57,57
3082,,,,1,1,29,29,57,57
3114,,,,1,1,29,29,57,57
3146,,,,1,1,29,29,57,57
3178,,,,1,1,29,29,57,57
3209,,,,1,1,29,29,57,57
3240,,,,1,1,29,29,57,57
3361,,,,1,1,29,29,57,57
3394,,,,1,1,29,29,57,57
3427,,,,1,1,29,29,57,57
3459,,,,1,1,29,29,57,57
3490,,,,1,1,29,29,57,57
3520,,,,1,1,29,29,57,57
3552,,,,1,1,29,29,57,57
3583,,,,1,1,29,29,57,57
3669,,,,1,1,29,29,57,57
3699,,,,1,1,29,29,57,57
3729,,,,1,1,29,29,57,57
3756,,,,1,1,29,29,57,57
3786,,,,1,1,29,29,57,57
3815,,,,1,1,29,29,57,57
3848,,,,1,1,29,29,57,57
3878,,,,1,1,29,29,57,57
3938,,,,1,1,29,29,57,57
3968,,,,1,1,29,29,57,57
3994,,,,1,1,29,29,57,57
4036,,,,1,1,29,29,57,57
4060,,,,1,1,29,29,57,57
4155,,,,1,1,29,29,57,57
4246,,,,1,1,29,29,57,57
4367,,,,1,1,29,29,57,57
4452,,,,1,1,29,29,57,57
4567,,,,1,1,29,29,57,57
4649,,,,1,1,29,29,57,57
4768,,,,1,1,29,29,57,57
4846,,,,1,1,29,29,57,57
4968,,,,1,1,29,29,57,57
5045,,,,1,1,29,29,57,57
5163,,,,1,1,29,29,57,57
5242,,,,1,1,29,29,57,57
5364,,,,1,1,29,29,57,57
5445,,,,1,1,29,29,57,57
5564,,,,1,1,29,29,57,57
5641,,,,1,1,29,29,57,57
5875,416.82394447065917,657.1744885658627,1.829691205046673,1,1,29,29,57,57
5875,431.2866275462959,674.382516450921,2.221134215706978,1,1,29,29,57,57
5911,431.74089760958515,674.5240342257979,2.7076983923992826,1,1,29,29,57,57
6021,429.2125011553758,671.9494245718771,3.1252997864801264,1,1,29,29,57,57
6122,429.39489936627996,672.5849110084042,-2.692405123509498,1,1,29,29,57,57
6222,432.89379734932874,676.078893827829,-2.216807049537458,1,1,29,29,57,57
6322,435.9981676171672,674.9869849355773,-1.6930577344978868,1,1,29,29,57,57
6436,442.4131294749738,675.5619908924801,-1.0752927022050733,1,1,29,29,57,57
6519,453.3205828900169,676.7613762987573,-0.5464359353926648,1,1,29,29,57,57
6618,459.7441807245312,676.9180332723543,-0.16056520159248316,1,1,29,29,57,57
6718,455.7657410450199,674.2731895617641,-0.25099200854549203,1,1,29,29,57,57
6818,442.060130405238,674.9665043508353,-1.1551797289386598,1,1,29,29,57,57
6918,,,,1,1,29,29,57,57
7019,,,,1,1,29,29,57,57
7120,,,,1,1,29,29,57,57
7223,,,,1,1,29,29,57,57
7325,,,,1,1,29,29,57,57
7427,,,,1,1,29,29,57,57
7530,,,,1,1,29,29,57,57
7634,,,,1,1,29,29,57,57
7733,,,,1,1,29,29,57,57
7835,,,,1,1,29,29,57,57
7936,,,,1,1,29,29,57,57
8033,,,,1,1,29,29,57,57
8117,,,,1,1,29,29,57,57
8239,,,,1,1,29,29,57,57
8338,,,,1,1,29,29,57,57
8439,,,,1,1,29,29,57,57
8540,,,,1,1,29,29,57,57
8635,,,,1,1,29,29,57,57
8740,,,,1,1,29,29,57,57
8833,,,,1,1,29,29,57,57
8919,,,,1,1,29,29,57,57
9045,,,,1,1,29,29,57,57
9143,,,,1,1,29,29,57,57
9244,,,,1,1,29,29,57,57
9343,,,,1,1,29,29,57,57
9437,,,,1,1,29,29,57,57
9547,,,,1,1,29,29,57,57
9629,,,,1,1,29,29,57,57
9748,,,,1,1,29,29,57,57
9828,,,,1,1,29,29,57,57
9948,,,,1,1,29,29,57,57
10029,,,,1,1,29,29,57,57
10151,,,,1,1,29,29,57,57
10230,,,,1,1,29,29,57,57
10351,,,,1,1,29,29,57,57
10429,,,,1,1,29,29,57,57
10554,,,,1,1,29,29,57,57
10628,,,,1,1,29,29,57,57
10752,,,,1,1,29,29,57,57
10822,,,,1,1,29,29,57,57
10943,,,,1,1,29,29,57,57
11030,,,,1,1,29,29,57,57
11150,,,,1,1,29,29,57,57
11229,,,,1,1,29,29,57,57
11350,,,,1,1,29,29,57,57
11423,,,,1,1,29,29,57,57
