[camera]
# width=480
# height=640
# width=720
# height=1280
# width=1536
# height=1024
# width=640
# height=480
# fps=30

[detection]
tag_pixel_width = 100
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 30 # in cm
origo_offset = [360, 360] # in pixels
cm_per_pixel = 0.1
baudrate = 115200#9600###921600#

[setup]
label = "Three stationary suns"

    [[setup.suns]]
    link_factor = 0
    azimuth = 0
    width = 1
    red = 255
    [[setup.suns]]
    link_factor = 0
    green = 255
    azimuth = 90
    width = 1
    [[setup.suns]]
    blue = 255
    link_factor = 0
    azimuth = 180
    width = 1

[experiment]
datetime = 2023-12-11T12:53:48.423Z

ms,x,y,θ,start1,stop1,start2,stop2,start3,stop3
866,,,,1,1,29,29,57,57
921,,,,1,1,29,29,57,57
943,379.93976593016833,627.3241125380189,1.1796911967887094,1,1,29,29,57,57
1013,377.41569564410327,628.8816571074979,1.206714066048778,1,1,29,29,57,57
1017,381.1293744126856,632.3242533031681,0.8076486670067168,1,1,29,29,57,57
1086,381.6317767650414,632.7497798443214,0.24685232256057196,1,1,29,29,57,57
1186,383.9618527346058,632.6110625913976,-0.1405428614153755,1,1,29,29,57,57
1288,,,,1,1,29,29,57,57
1389,388.031645392211,632.5744895968273,-1.253487484477997,1,1,29,29,57,57
1488,388.08087912789176,631.8105678923681,-1.6979920320457704,1,1,29,29,57,57
1588,386.2920588510487,632.1202532335992,-2.2374971859439774,1,1,29,29,57,57
1688,385.427399399445,632.6172526074787,-2.7212536966771412,1,1,29,29,57,57
1788,388.2985169334943,634.3272745876042,-2.148160104707264,1,1,29,29,57,57
1888,389.4444093578566,633.0926334887029,-1.3270364423161556,1,1,29,29,57,57
1988,390.17926659741624,632.476526790624,-0.7877334981904152,1,1,29,29,57,57
2088,393.9354624829074,634.2380523055535,0.15686532024025326,1,1,29,29,57,57
2188,394.52986426310224,636.6837893832729,0.9581090798526967,1,1,29,29,57,57
2288,394.7358326907854,637.0974018150655,1.6125351193558952,1,1,29,29,57,57
2388,397.82164639324355,636.1913629713971,1.738551779006479,1,1,29,29,57,57
2488,397.21891184360186,633.9435804134961,0.9801411950831775,1,1,29,29,57,57
2588,397.4739266227584,631.5566616819758,-0.7388389970674811,1,1,29,29,57,57
2688,,,,1,1,29,29,57,57
2789,,,,1,1,29,29,57,57
2889,,,,1,1,29,29,57,57
2990,,,,1,1,29,29,57,57
3091,,,,1,1,29,29,57,57
3192,,,,1,1,29,29,57,57
3292,,,,1,1,29,29,57,57
3393,,,,1,1,29,29,57,57
3493,,,,1,1,29,29,57,57
3595,,,,1,1,29,29,57,57
3696,,,,1,1,29,29,57,57
3797,,,,1,1,29,29,57,57
3898,,,,1,1,29,29,57,57
3999,,,,1,1,29,29,57,57
4102,,,,1,1,29,29,57,57
4205,,,,1,1,29,29,57,57
4306,,,,1,1,29,29,57,57
4408,,,,1,1,29,29,57,57
4510,,,,1,1,29,29,57,57
4610,,,,1,1,29,29,57,57
4710,,,,1,1,29,29,57,57
4812,,,,1,1,29,29,57,57
4915,,,,1,1,29,29,57,57
5013,,,,1,1,29,29,57,57
5126,,,,1,1,29,29,57,57
5213,,,,1,1,29,29,57,57
5315,,,,1,1,29,29,57,57
5416,,,,1,1,29,29,57,57
5517,,,,1,1,29,29,57,57
5600,,,,1,1,29,29,57,57
5713,,,,1,1,29,29,57,57
5820,,,,1,1,29,29,57,57
5921,,,,1,1,29,29,57,57
6023,,,,1,1,29,29,57,57
6124,,,,1,1,29,29,57,57
6228,,,,1,1,29,29,57,57
6331,,,,1,1,29,29,57,57
6425,,,,1,1,29,29,57,57
6525,,,,1,1,29,29,57,57
6627,,,,1,1,29,29,57,57
6727,,,,1,1,29,29,57,57
6824,,,,1,1,29,29,57,57
6927,,,,1,1,29,29,57,57
