[camera]
# width=480
# height=640
# width=720
# height=1280
# width=1536
# height=1024
# width=640
# height=480
# fps=30

[detection]
tag_pixel_width = 100
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 30 # in cm
origo_offset = [360, 360] # in pixels
cm_per_pixel = 0.1
baudrate = 115200#9600###921600#

[setup]
label = "Two different suns"

    [[setup.suns]]
    link_factor = 1.5
    green = 255
    azimuth = 90
    width = 11
    red = 100
    [[setup.suns]]
    blue = 255
    link_factor = -0.8
    green = 128
    azimuth = 180
    width = 3
    red = 41

[experiment]
datetime = 2023-12-09T14:01:13.367Z

ms,x,y,θ,start1,stop1,start2,stop2
1000,,,,24,34,56,58
1000,,,,24,34,56,58
1010,,,,24,34,56,58
1018,,,,24,34,56,58
1018,,,,24,34,56,58
1049,,,,24,34,56,58
1149,,,,24,34,56,58
1250,,,,24,34,56,58
1364,,,,24,34,56,58
1474,,,,24,34,56,58
1572,,,,24,34,56,58
1669,,,,24,34,56,58
1882,,,,14,24,62,64
1884,382.23229016122616,546.7384906074931,-0.3916540968125452,14,24,62,64
1929,,,,14,24,62,64
2029,418.9353823732338,612.4358036878335,-0.2539418788601488,17,27,60,62
2130,414.9021270400624,620.0564586259767,0.010197836805817937,25,35,56,58
2230,420.0178636631498,619.449859037226,0.04713940229554565,26,36,56,58
2330,422.40788073537294,621.848218628995,0.047327109911717895,26,36,56,58
2430,429.85435944243227,626.784916091369,0.023854831573640076,25,35,56,58
2530,434.851328349378,625.1907771321581,0.015303322913878915,25,35,56,58
2630,429.1152286085335,622.8481628742248,0.005987462101492504,24,34,56,58
2730,417.3057011660486,622.7514738606063,-0.04652517612966644,23,33,57,59
2830,,,,23,33,57,59
2930,383.0933068057923,628.4664593073785,-0.33086006054105943,15,25,61,63
3030,374.4274170271928,633.9078360231383,-0.5209654275841274,10,20,64,66
3130,372.4718235487845,636.3977989589247,-0.7146351625234914,5,15,67,69
3230,371.6535558589526,636.796744588897,-0.8858881265517768,113,10,69,71
3330,370.7032061619176,636.5198485300735,-1.0740786160918714,108,5,72,74
3430,368.1475250955683,635.2010211542319,-1.362652272691512,100,110,76,78
3530,368.6559109772028,634.0213741132798,-1.5596759272746086,95,105,79,81
3630,368.79292102529047,631.6760928478957,-1.7768028782235858,89,99,82,84
3730,370.6694290499684,630.3321600973383,-1.9461751042698876,85,95,85,87
3830,372.025504700481,630.1026300033068,-2.2414203721758783,77,87,89,91
3930,370.9954379888198,629.8873180945099,-2.5005802473128673,70,80,92,94
4030,372.713524181615,630.2055813358751,-2.7941004853980838,62,72,97,99
4148,374.47365528736884,629.9143469723831,-3.0124550821164835,56,66,100,102
4230,374.0857857979304,632.1065977554266,3.01199122296454,49,59,104,106
4330,373.06221145101034,634.0172951566017,2.946420400191866,47,57,105,107
4430,374.58156425935135,634.7000786425813,2.9088962225181683,46,56,105,107
4530,375.33158255023136,634.8122240343235,2.825386857389009,44,54,106,108
4630,376.00228110321507,634.6670269341937,2.5701492371559573,37,47,110,112
4730,376.8413790493048,636.4454960154603,2.544086075777916,36,46,110,112
4830,376.6121672102564,636.2591438215966,2.4335005368870366,33,43,112,1
4930,376.6103989739284,638.313637471202,2.454505753788464,34,44,112,1
5030,378.6829332227497,638.372639582935,2.5658095133951178,37,47,110,112
5131,381.1611245856462,639.5606378229793,2.802821695019592,43,53,107,109
5230,382.93847150466905,640.2715547732403,2.9431588964473496,47,57,105,107
5330,382.44516937291985,641.3816431223003,3.120796851250527,52,62,102,104
5430,381.0374093939953,640.818842601119,-2.9634731438092397,57,67,99,101
5531,380.3377377345358,639.2834038464422,-2.7071604957749615,64,74,95,97
5631,379.5793795843175,637.8611946356822,-2.4859772265921216,70,80,92,94
5730,380.19787197766027,636.6348279855998,-2.2688689065007623,76,86,89,91
5831,382.5564346051575,636.2551921771638,-2.0161869080225703,83,93,86,88
5931,383.944554406093,636.1451834802159,-1.793790933481763,89,99,82,84
6030,384.6234999674585,635.1353845983792,-1.5839255151732428,95,105,79,81
6131,385.5746166297815,634.2196445373864,-1.3617881436156085,101,111,76,78
6229,385.65070986153125,633.9777810591678,-1.1125273691551059,107,4,73,75
6329,386.4552812122916,633.1790268041977,-0.8768458343866063,1,11,69,71
6428,387.22195079433476,633.1309588158849,-0.633326006995813,7,17,66,68
6528,388.2763181251406,633.411545851474,-0.4071334374844284,13,23,62,64
6628,390.03935494049813,633.6125099421945,-0.2674395742689759,17,27,60,62
6728,390.9451192729658,633.5053531532343,-0.17136010157623352,20,30,59,61
6829,390.7893989445135,632.4441577686491,-0.14539941706180642,20,30,59,61
6927,392.9333676540168,632.2470652161318,-0.1056575653604119,21,31,58,60
7028,394.4227493756175,632.7003768098921,-0.09852026682969191,22,32,58,60
7143,395.0505238129528,631.2972702501991,-0.09627964830106488,22,32,58,60
7228,394.003282201293,629.8618454955094,-0.09076833013538768,22,32,58,60
7327,391.7851556419938,629.3645293485341,-0.06469507141886248,23,33,57,59
7427,391.9799776288197,631.7452335195164,0.036990963785911914,25,35,56,58
7531,393.53418996006417,632.6505323621592,0.07848359148290067,26,36,55,57
7630,395.2401736007345,631.2073044386833,0.09595871837997635,27,37,55,57
7730,396.2342800305404,631.6900135981978,0.11148941903041294,27,37,55,57
7830,397.43596152353507,633.0782419337423,0.10596930243835763,27,37,55,57
7930,399.2444940885402,632.1268109442595,0.11052189422240494,27,37,55,57
8030,398.89442859657095,630.4698757033414,0.09778526875668535,27,37,55,57
8136,395.9743115959509,630.6331205881214,0.09055616944952319,27,37,55,57
8233,392.83970875609566,629.9293090460689,0.0311987014327,25,35,56,58
8330,391.5796511786678,628.5636221709556,-0.1484247140797319,20,30,59,61
8430,390.3831788169549,627.488905680729,-0.4889063293621308,11,21,64,66
8530,385.4451208074202,626.29416178949,-0.8764575979229876,1,11,69,71
8630,382.4744151422363,629.0202070121508,-1.131196818403485,107,4,73,75
8730,382.71602290924295,630.9821593149186,-1.2083265139177832,105,2,74,76
8830,389.05461109898164,635.0761459435238,-0.7573074562527734,4,14,67,69
8930,394.3966208863632,636.1671159163336,-0.3614001495968412,15,25,62,64
9030,397.19588103932915,636.1466844389358,-0.24333715333458183,18,28,60,62
9130,398.62373153242345,636.1235502695113,-0.1531907077680018,20,30,59,61
9230,399.74073964020357,634.7770386386377,-0.15528263030088857,20,30,59,61
9330,401.3657959540528,634.5427973521026,-0.14541601307469373,20,30,59,61
9430,401.7806093296945,633.0368543626303,-0.15334496109026946,20,30,59,61
9530,400.79848810698184,632.0203934042646,-0.1568548838619384,20,30,59,61
9627,399.70424356256956,632.0829894427375,-0.15672632251922522,20,30,59,61
9730,399.6739818480866,633.4650617132786,-0.08498606340967597,22,32,58,60
