[camera]
# width=480
# height=640
# width=720
# height=1280
# width=1536
# height=1024
# width=640
# height=480
# fps=30

[detection]
tag_pixel_width = 100
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 30 # in cm
origo_offset = [360, 360] # in pixels
cm_per_pixel = 0.1
baudrate = 115200#9600###921600#

[setup]
label = "Crazy"

    [[setup.suns]]
    link_factor = 2
    green = 255
    width = 11
    [[setup.suns]]
    blue = 255
    link_factor = 1
    azimuth = 50
    [[setup.suns]]
    link_factor = 0
    azimuth = 100
    red = 255
    [[setup.suns]]
    link_factor = -1
    green = 255
    azimuth = 150
    red = 255
    [[setup.suns]]
    blue = 255
    link_factor = -2
    azimuth = 200
    red = 255
    [[setup.suns]]
    blue = 255
    link_factor = 0.5
    green = 255
    azimuth = 250
    [[setup.suns]]
    blue = 255
    link_factor = -0.5
    green = 255
    azimuth = 300
    red = 255

[experiment]
datetime = 2023-12-09T12:17:07.464Z

ms,x,y,θ,start1,stop1,start2,stop2,start3,stop3,start4,stop4,start5,stop5,start6,stop6,start7,stop7
753,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
844,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
943,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
1046,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
1146,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
1245,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
1346,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
1447,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
1547,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
1645,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
1752,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
1844,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
1946,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
2045,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
2145,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
2245,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
2344,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
2443,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
2543,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
2644,316.8465503577259,725.308604104926,1.8737414333296436,63,73,50,50,32,32,14,14,109,109,96,96,78,78
2723,324.9519864344152,724.0038643327628,2.070016908696194,70,80,54,54,32,32,11,11,102,102,98,98,77,77
2823,327.1068104488725,721.123679357145,2.223868998373295,76,86,57,57,32,32,8,8,97,97,99,99,75,75
2923,323.5670995009139,725.1796761103993,2.9700937249280783,103,113,70,70,32,32,108,108,70,70,106,106,68,68
3023,325.64161190230084,723.4381802740912,-2.4860414875977246,20,30,85,85,32,32,93,93,40,40,1,1,61,61
3123,324.92446028103535,721.177913680833,-1.40320432539845,59,69,104,104,32,32,73,73,1,1,10,10,51,51
3223,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
3323,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
3423,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
3524,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
3635,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
3725,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
3825,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
3926,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
4027,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
4127,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
4227,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
4328,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
4429,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
4529,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
4630,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
4730,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
4831,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
4932,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
5033,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
5134,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
5235,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
5335,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
5435,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
5536,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
5638,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
5738,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
5839,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
5939,,,,59,69,104,104,32,32,73,73,1,1,10,10,51,51
