[camera]
# width=480
# height=640
# width=720
# height=1280
# width=1536
# height=1024
# width=640
# height=480
# fps=30

[detection]
tag_pixel_width = 100
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 30 # in cm
origo_offset = [360, 360] # in pixels
cm_per_pixel = 0.1
baudrate = 115200#9600###921600#

[setup]
label = "Two different suns"

    [[setup.suns]]
    link_factor = 1.5
    green = 255
    azimuth = 90
    width = 11
    red = 100
    [[setup.suns]]
    blue = 255
    link_factor = -0.8
    green = 128
    azimuth = 180
    width = 3
    red = 41

[experiment]
datetime = 2023-12-10T12:11:00.293Z

ms,x,y,θ,start1,stop1,start2,stop2
876,,,,24,34,56,58
830,,,,24,34,56,58
879,,,,24,34,56,58
880,,,,24,34,56,58
949,,,,24,34,56,58
1050,,,,24,34,56,58
1148,,,,24,34,56,58
1250,,,,24,34,56,58
1351,,,,24,34,56,58
1451,,,,24,34,56,58
1552,,,,24,34,56,58
1651,,,,24,34,56,58
1801,,,,24,34,56,58
1850,,,,24,34,56,58
1951,,,,24,34,56,58
2050,,,,24,34,56,58
2150,,,,24,34,56,58
2249,,,,24,34,56,58
2350,,,,24,34,56,58
2490,,,,24,34,56,58
2548,,,,24,34,56,58
2648,,,,24,34,56,58
2751,,,,24,34,56,58
2849,,,,24,34,56,58
2953,,,,24,34,56,58
3051,,,,24,34,56,58
3152,,,,24,34,56,58
3251,,,,24,34,56,58
3351,,,,24,34,56,58
3451,,,,24,34,56,58
3551,,,,24,34,56,58
3652,,,,24,34,56,58
3750,,,,24,34,56,58
3851,,,,24,34,56,58
3953,,,,24,34,56,58
4121,,,,24,34,56,58
4150,,,,24,34,56,58
4249,,,,24,34,56,58
4349,,,,24,34,56,58
4449,,,,24,34,56,58
4550,,,,24,34,56,58
4696,,,,24,34,56,58
4750,,,,24,34,56,58
4850,,,,24,34,56,58
4951,,,,24,34,56,58
5050,,,,24,34,56,58
5191,,,,24,34,56,58
5251,,,,24,34,56,58
5351,,,,24,34,56,58
5452,,,,24,34,56,58
5550,,,,24,34,56,58
5650,,,,24,34,56,58
5751,,,,24,34,56,58
5875,,,,24,34,56,58
5948,,,,24,34,56,58
6050,,,,24,34,56,58
6150,,,,24,34,56,58
6251,,,,24,34,56,58
6350,,,,24,34,56,58
6471,,,,24,34,56,58
6570,,,,24,34,56,58
6668,,,,24,34,56,58
6792,,,,24,34,56,58
6869,,,,24,34,56,58
6967,,,,24,34,56,58
7089,,,,24,34,56,58
7166,,,,24,34,56,58
7263,,,,24,34,56,58
7369,,,,24,34,56,58
7469,,,,24,34,56,58
7570,,,,24,34,56,58
7669,,,,24,34,56,58
7770,,,,24,34,56,58
7851,,,,24,34,56,58
7976,,,,24,34,56,58
8049,,,,24,34,56,58
8171,,,,24,34,56,58
8248,,,,24,34,56,58
8348,,,,24,34,56,58
8448,,,,24,34,56,58
8547,,,,24,34,56,58
8666,,,,24,34,56,58
8747,,,,24,34,56,58
8847,,,,24,34,56,58
8948,,,,24,34,56,58
9048,,,,24,34,56,58
9148,,,,24,34,56,58
9248,,,,24,34,56,58
9347,,,,24,34,56,58
9474,,,,24,34,56,58
9547,,,,24,34,56,58
9670,,,,24,34,56,58
9747,,,,24,34,56,58
9846,,,,24,34,56,58
9946,,,,24,34,56,58
10047,,,,24,34,56,58
10147,,,,24,34,56,58
10247,,,,24,34,56,58
10347,,,,24,34,56,58
10448,,,,24,34,56,58
10581,,,,24,34,56,58
10647,,,,24,34,56,58
10748,,,,24,34,56,58
10848,,,,24,34,56,58
10950,,,,24,34,56,58
11049,,,,24,34,56,58
11148,,,,24,34,56,58
11266,,,,24,34,56,58
11369,,,,24,34,56,58
11470,,,,24,34,56,58
11596,,,,24,34,56,58
11646,,,,24,34,56,58
11747,,,,24,34,56,58
11865,,,,24,34,56,58
11989,,,,24,34,56,58
12068,,,,24,34,56,58
12167,,,,24,34,56,58
12266,,,,24,34,56,58
12366,,,,24,34,56,58
12466,,,,24,34,56,58
12567,,,,24,34,56,58
12666,,,,24,34,56,58
12768,,,,24,34,56,58
12890,,,,24,34,56,58
12946,,,,24,34,56,58
13085,,,,24,34,56,58
13189,,,,24,34,56,58
13267,,,,24,34,56,58
13366,,,,24,34,56,58
13467,,,,24,34,56,58
13567,,,,24,34,56,58
13666,,,,24,34,56,58
13767,,,,24,34,56,58
13866,,,,24,34,56,58
13968,,,,24,34,56,58
14069,,,,24,34,56,58
14197,,,,24,34,56,58
14245,,,,24,34,56,58
14382,,,,24,34,56,58
14465,,,,24,34,56,58
14589,,,,24,34,56,58
14667,,,,24,34,56,58
14788,,,,24,34,56,58
14865,,,,24,34,56,58
14965,,,,24,34,56,58
15065,,,,24,34,56,58
15166,,,,24,34,56,58
15263,,,,24,34,56,58
15363,,,,24,34,56,58
15464,,,,24,34,56,58
15563,,,,24,34,56,58
16486,,,,24,34,56,58
16507,,,,24,34,56,58
16528,,,,24,34,56,58
16550,,,,24,34,56,58
16571,,,,24,34,56,58
16593,,,,24,34,56,58
16615,,,,24,34,56,58
16636,,,,24,34,56,58
16658,,,,24,34,56,58
16678,,,,24,34,56,58
16719,,,,24,34,56,58
16746,,,,24,34,56,58
16846,,,,24,34,56,58
16946,,,,24,34,56,58
17085,,,,24,34,56,58
17189,,,,24,34,56,58
17264,,,,24,34,56,58
