[camera]
# width=480
# height=640
# width=720
# height=1280
# width=1536
# height=1024
# width=640
# height=480
# fps=30

[detection]
tag_pixel_width = 100
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 30 # in cm
origo_offset = [360, 360] # in pixels
cm_per_pixel = 0.1
baudrate = 115200#9600###921600#

[setup]
label = "Crazy"

    [[setup.suns]]
    link_factor = 2
    green = 255
    width = 11
    [[setup.suns]]
    blue = 255
    link_factor = 1
    azimuth = 50
    [[setup.suns]]
    link_factor = 0
    azimuth = 100
    red = 255
    [[setup.suns]]
    link_factor = -1
    green = 255
    azimuth = 150
    red = 255
    [[setup.suns]]
    blue = 255
    link_factor = -2
    azimuth = 200
    red = 255
    [[setup.suns]]
    blue = 255
    link_factor = 0.5
    green = 255
    azimuth = 250
    [[setup.suns]]
    blue = 255
    link_factor = -0.5
    green = 255
    azimuth = 300
    red = 255

[experiment]
datetime = 2023-12-11T13:07:06.012Z

ms,x,y,θ,start1,stop1,start2,stop2,start3,stop3,start4,stop4,start5,stop5,start6,stop6,start7,stop7
641,452.639339196376,701.4127069105984,1.8002307629186973,61,71,49,49,32,32,16,16,112,112,96,96,79,79
706,454.81217265051555,700.6295287259956,1.8471251402879851,62,72,50,50,32,32,15,15,110,110,96,96,79,79
806,456.99257623936455,700.2636409537256,1.8850628381683525,64,74,51,51,32,32,14,14,109,109,96,96,78,78
906,457.85464627645126,699.7001922190883,1.8098283443627912,61,71,49,49,32,32,16,16,112,112,96,96,79,79
1007,459.93603588597387,699.1226425718507,1.6278304184219763,55,65,46,46,32,32,19,19,5,5,94,94,81,81
1107,461.4837573186227,697.4167480044932,1.383385700914175,46,56,42,42,32,32,23,23,14,14,92,92,83,83
1207,461.078112374184,696.7591724093943,1.225761137582102,40,50,39,39,32,32,26,26,20,20,90,90,84,84
1306,459.9301343728733,695.1077377343393,0.9352950715186514,30,40,34,34,32,32,31,31,30,30,88,88,87,87
1406,459.49953011503715,692.8859404462709,0.6574580993180211,20,30,29,29,32,32,36,36,40,40,85,85,89,89
1506,460.30449189259724,692.0991801719842,0.4019979463584249,10,20,24,24,32,32,41,41,49,49,83,83,92,92
