[camera]
# width=480
# height=640
# width=720
# height=1280
# width=1536
# height=1024
# width=640
# height=480
# fps=30

[detection]
tag_pixel_width = 100
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 30 # in cm
origo_offset = [360, 360] # in pixels
cm_per_pixel = 0.1
baudrate = 115200#9600###921600#

[setup]
label = "Two different suns"

    [[setup.suns]]
    link_factor = 1.5
    green = 255
    azimuth = 90
    width = 11
    red = 100
    [[setup.suns]]
    blue = 255
    link_factor = -0.8
    green = 128
    azimuth = 180
    width = 3
    red = 41

[experiment]
datetime = 2023-12-11T11:35:03.562Z

ms,x,y,θ,start1,stop1,start2,stop2
728,,,,24,34,56,58
768,,,,24,34,56,58
793,,,,24,34,56,58
818,,,,24,34,56,58
910,,,,24,34,56,58
1012,,,,24,34,56,58
1110,,,,24,34,56,58
1232,,,,24,34,56,58
1333,,,,24,34,56,58
1432,,,,24,34,56,58
1551,,,,24,34,56,58
1611,,,,24,34,56,58
1709,,,,24,34,56,58
1811,,,,24,34,56,58
1933,,,,24,34,56,58
2032,,,,24,34,56,58
2131,,,,24,34,56,58
2232,,,,24,34,56,58
2333,,,,24,34,56,58
2433,,,,24,34,56,58
2544,394.74622792657823,677.9785781433358,2.905316433924137,103,113,15,17
2619,401.70502720429397,682.345320322065,-2.635026663137077,10,20,4,6
2690,405.64135089899236,676.7298559149806,-1.9700416290786604,28,38,107,109
2790,407.74366572245196,675.4936676743957,-1.378389272114306,44,54,99,101
2893,408.73862879661743,676.7367726728816,-0.7733321103762472,60,70,90,92
2993,408.44878692033353,678.8304825220847,-0.1632097098863113,76,86,81,83
3093,406.9019237485378,680.3977705102992,0.3335275262802178,90,100,74,76
3193,407.14044853833354,682.9141348952912,0.47103912154130256,93,103,72,74
3293,407.1702958149615,684.1816263005143,0.5065904132491236,94,104,72,74
3393,409.31856327417825,684.7495780260208,0.3962916609855657,91,101,73,75
3493,410.93337524073655,686.9148982495672,-0.036722639915056914,80,90,80,82
3593,414.8081924930825,687.975597913493,-0.4109112851185795,70,80,85,87
3693,416.2746498415849,688.5473688395987,-0.9221434982007418,56,66,92,94
3793,418.7597003898217,687.650669113706,-1.4377920026483206,42,52,100,102
3893,423.2167414200729,683.9080276721361,-1.9913208356756573,27,37,108,110
3993,,,,27,37,108,110
4093,,,,27,37,108,110
4193,,,,27,37,108,110
4294,,,,27,37,108,110
4395,,,,27,37,108,110
4495,,,,27,37,108,110
4596,,,,27,37,108,110
4697,,,,27,37,108,110
4798,,,,27,37,108,110
4899,,,,27,37,108,110
5001,,,,27,37,108,110
5102,,,,27,37,108,110
5203,,,,27,37,108,110
5305,,,,27,37,108,110
5406,,,,27,37,108,110
5506,,,,27,37,108,110
5608,,,,27,37,108,110
5709,,,,27,37,108,110
5811,,,,27,37,108,110
5911,,,,27,37,108,110
6012,,,,27,37,108,110
6115,,,,27,37,108,110
6215,,,,27,37,108,110
6316,,,,27,37,108,110
6417,,,,27,37,108,110
6529,,,,27,37,108,110
6620,,,,27,37,108,110
6722,,,,27,37,108,110
6823,,,,27,37,108,110
6925,,,,27,37,108,110
