[camera]
# width=480
# height=640
# width=720
# height=1280
# width=1536
# height=1024
# width=640
# height=480
# fps=30

[detection]
tag_pixel_width = 100
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 30 # in cm
origo_offset = [360, 360] # in pixels
cm_per_pixel = 0.1
baudrate = 115200#9600###921600#

[setup]
label = "Two different suns"

    [[setup.suns]]
    link_factor = 1.5
    green = 255
    azimuth = 90
    width = 11
    red = 100
    [[setup.suns]]
    blue = 255
    link_factor = -0.8
    green = 128
    azimuth = 180
    width = 3
    red = 41

[experiment]
datetime = 2023-12-11T13:06:28.423Z

ms,x,y,θ,start1,stop1,start2,stop2
548,,,,24,34,56,58
654,,,,24,34,56,58
749,,,,24,34,56,58
851,,,,24,34,56,58
955,,,,24,34,56,58
1051,,,,24,34,56,58
1151,,,,24,34,56,58
1252,,,,24,34,56,58
1352,,,,24,34,56,58
1460,,,,24,34,56,58
1543,,,,24,34,56,58
1641,,,,24,34,56,58
1752,,,,24,34,56,58
1850,,,,24,34,56,58
1941,,,,24,34,56,58
2041,,,,24,34,56,58
2144,,,,24,34,56,58
2243,,,,24,34,56,58
2351,,,,24,34,56,58
2453,,,,24,34,56,58
2543,,,,24,34,56,58
2645,,,,24,34,56,58
2744,,,,24,34,56,58
2843,,,,24,34,56,58
2942,,,,24,34,56,58
3044,,,,24,34,56,58
3145,,,,24,34,56,58
3243,,,,24,34,56,58
3351,,,,24,34,56,58
3455,,,,24,34,56,58
3543,,,,24,34,56,58
3644,,,,24,34,56,58
3743,,,,24,34,56,58
3844,,,,24,34,56,58
3944,,,,24,34,56,58
4043,,,,24,34,56,58
4145,,,,24,34,56,58
4243,,,,24,34,56,58
4343,,,,24,34,56,58
4455,,,,24,34,56,58
4547,,,,24,34,56,58
4645,,,,24,34,56,58
4756,,,,24,34,56,58
4843,,,,24,34,56,58
4943,,,,24,34,56,58
5041,,,,24,34,56,58
5145,,,,24,34,56,58
5248,,,,24,34,56,58
5343,,,,24,34,56,58
5444,,,,24,34,56,58
5543,,,,24,34,56,58
5645,,,,24,34,56,58
5756,,,,24,34,56,58
5846,,,,24,34,56,58
