[camera]
# width=480
# height=640
# width=720
# height=1280
# width=1536
# height=1024
# width=640
# height=480
# fps=30

[detection]
tag_pixel_width = 100
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 30 # in cm
origo_offset = [360, 360] # in pixels
cm_per_pixel = 0.1
baudrate = 115200#9600###921600#

[setup]
label = "Three stationary suns"

    [[setup.suns]]
    link_factor = 0
    azimuth = 0
    width = 1
    red = 255
    [[setup.suns]]
    link_factor = 0
    green = 255
    azimuth = 90
    width = 1
    [[setup.suns]]
    blue = 255
    link_factor = 0
    azimuth = 180
    width = 1

[experiment]
datetime = 2023-12-10T12:52:42.150Z

ms,x,y,θ,start1,stop1,start2,stop2,start3,stop3
777,,,,1,1,29,29,57,57
777,,,,1,1,29,29,57,57
784,,,,1,1,29,29,57,57
797,,,,1,1,29,29,57,57
877,,,,1,1,29,29,57,57
984,,,,1,1,29,29,57,57
1078,,,,1,1,29,29,57,57
1182,,,,1,1,29,29,57,57
1276,,,,1,1,29,29,57,57
1405,,,,1,1,29,29,57,57
1478,,,,1,1,29,29,57,57
1583,,,,1,1,29,29,57,57
1676,,,,1,1,29,29,57,57
1781,,,,1,1,29,29,57,57
1876,,,,1,1,29,29,57,57
1979,,,,1,1,29,29,57,57
2076,,,,1,1,29,29,57,57
2294,370.81723704049756,544.1607265541019,1.9386172426967516,1,1,29,29,57,57
2295,377.7091543407413,545.4023865558041,1.7735019104741143,1,1,29,29,57,57
2355,376.6897515636755,540.5488675587122,1.7079291308288307,1,1,29,29,57,57
2451,372.45972541402085,534.9528589455671,1.6981320934871844,1,1,29,29,57,57
2555,378.6076515557932,533.1091241671949,1.883062795435345,1,1,29,29,57,57
2652,383.8380951866426,529.8149471401596,2.19388315980441,1,1,29,29,57,57
2756,383.1608418342141,525.4765153173948,2.3759573438745747,1,1,29,29,57,57
2853,385.6487348754579,521.8645156538773,2.432868303866739,1,1,29,29,57,57
2958,386.2184460651001,519.3408001245336,2.5237304680662396,1,1,29,29,57,57
3056,384.50266726870217,519.988311394506,2.6754258802688016,1,1,29,29,57,57
3158,384.2120698095676,521.7941312249674,2.782738105557745,1,1,29,29,57,57
3265,384.9681368388601,523.9338766607748,2.940376469254378,1,1,29,29,57,57
3358,385.4909645784274,525.3012985552705,-3.1246473108300745,1,1,29,29,57,57
3453,386.9949104421101,523.8497880699199,-2.8707438643843566,1,1,29,29,57,57
3557,388.5200941569466,521.7650660770778,-2.687494577518007,1,1,29,29,57,57
3654,391.5858833739627,519.8185275745951,-2.65102577373339,1,1,29,29,57,57
3757,396.61075573067944,516.004392508712,-2.7792197347574383,1,1,29,29,57,57
3854,398.64711083700814,512.8458753641996,-2.9330248429338592,1,1,29,29,57,57
3957,400.0110206968594,511.2147321118988,-3.0893265111007766,1,1,29,29,57,57
4053,401.642153773908,509.6910993669702,3.0564438070819118,1,1,29,29,57,57
4157,405.89164905532334,506.71514039871386,2.9723426873051766,1,1,29,29,57,57
4263,409.6402592429357,504.376643158641,2.8910954630416286,1,1,29,29,57,57
4357,409.631440045252,502.8814383254677,2.8382816990979203,1,1,29,29,57,57
4453,408.4016980256425,501.4377809674551,2.7629338944535604,1,1,29,29,57,57
4557,,,,1,1,29,29,57,57
4653,,,,1,1,29,29,57,57
4758,,,,1,1,29,29,57,57
4855,,,,1,1,29,29,57,57
4960,,,,1,1,29,29,57,57
5056,,,,1,1,29,29,57,57
5162,,,,1,1,29,29,57,57
5262,,,,1,1,29,29,57,57
5364,,,,1,1,29,29,57,57
5462,,,,1,1,29,29,57,57
5567,,,,1,1,29,29,57,57
5665,,,,1,1,29,29,57,57
5769,,,,1,1,29,29,57,57
5868,,,,1,1,29,29,57,57
5973,,,,1,1,29,29,57,57
6069,,,,1,1,29,29,57,57
