[camera]
# width=480
# height=640
# width=720
# height=1280
# width=1536
# height=1024
# width=640
# height=480
# fps=30

[detection]
tag_pixel_width = 100
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 30 # in cm
origo_offset = [360, 360] # in pixels
cm_per_pixel = 0.1
baudrate = 115200#9600###921600#

[setup]
label = "Two different suns"

    [[setup.suns]]
    link_factor = 1.5
    green = 255
    azimuth = 90
    width = 11
    red = 100
    [[setup.suns]]
    blue = 255
    link_factor = -0.8
    green = 128
    azimuth = 180
    width = 3
    red = 41

[experiment]
datetime = 2023-12-11T12:54:04.093Z

ms,x,y,θ,start1,stop1,start2,stop2
855,,,,24,34,56,58
910,,,,24,34,56,58
931,,,,24,34,56,58
957,,,,24,34,56,58
1015,,,,24,34,56,58
1116,401.4757381025273,625.4529014777681,-2.8615868649154566,60,70,98,100
1196,407.71649068542666,631.1344153427901,-1.8115730737558493,88,98,83,85
1296,408.7636011652329,633.34087113096,-1.0080837809524414,110,7,71,73
1399,403.852049527036,630.962037401056,-0.5540480259593392,9,19,64,66
1498,401.89140463940606,631.1389829017621,-0.3408494047102976,15,25,61,63
1598,402.4856403077795,632.9344549102236,-0.2980188911258195,16,26,61,63
1698,400.11202975360044,631.417331252893,-0.39981718684843726,13,23,62,64
1798,396.21037087872844,631.449119960482,-1.2752550910032818,103,113,75,77
1898,397.0347005843429,631.1552295248147,-1.892434672244413,86,96,84,86
1998,397.73097089289746,630.7276423935904,-2.4253443498475717,72,82,91,93
2098,397.8954138142216,631.0473129387373,-2.9973568660500356,56,66,100,102
2198,395.22944101957813,627.7777622373227,2.4928551924374123,35,45,111,113
2299,391.2704467240892,625.3862816051073,1.9154818496328068,19,29,6,8
2398,387.94083708540313,625.1631276037715,1.4067281343236389,6,16,14,16
2498,385.6117238674558,623.8655488000882,0.9273428878574231,106,3,21,23
2598,385.8668242563323,625.1377045808276,1.012758933729799,108,5,19,21
2698,389.85307883778546,626.8108482003456,1.5235149588603623,9,19,12,14
2798,,,,9,19,12,14
2899,403.9650805234719,632.1890234527099,2.5656667028121833,37,47,110,112
