[camera]
# width=480
# height=640
# width=720
# height=1280
# width=1536
# height=1024
# width=640
# height=480
# fps=30

[detection]
tag_pixel_width = 100
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 30 # in cm
origo_offset = [360, 360] # in pixels
cm_per_pixel = 0.1
baudrate = 115200#9600###921600#

[setup]
label = "Three stationary suns"

    [[setup.suns]]
    link_factor = 0
    azimuth = 0
    width = 1
    red = 255
    [[setup.suns]]
    link_factor = 0
    green = 255
    azimuth = 90
    width = 1
    [[setup.suns]]
    blue = 255
    link_factor = 0
    azimuth = 180
    width = 1

[experiment]
datetime = 2023-12-09T21:39:17.681Z

ms,x,y,θ,start1,stop1,start2,stop2,start3,stop3
8709,,,,1,1,29,29,57,57
8800,,,,1,1,29,29,57,57
8889,,,,1,1,29,29,57,57
9008,,,,1,1,29,29,57,57
9084,,,,1,1,29,29,57,57
9203,,,,1,1,29,29,57,57
9301,,,,1,1,29,29,57,57
9379,,,,1,1,29,29,57,57
9503,,,,1,1,29,29,57,57
9579,,,,1,1,29,29,57,57
9701,,,,1,1,29,29,57,57
9780,,,,1,1,29,29,57,57
9901,,,,1,1,29,29,57,57
9979,,,,1,1,29,29,57,57
10103,,,,1,1,29,29,57,57
10200,,,,1,1,29,29,57,57
10279,,,,1,1,29,29,57,57
10401,,,,1,1,29,29,57,57
10478,,,,1,1,29,29,57,57
10575,,,,1,1,29,29,57,57
10699,,,,1,1,29,29,57,57
10779,,,,1,1,29,29,57,57
10899,,,,1,1,29,29,57,57
10973,,,,1,1,29,29,57,57
11100,,,,1,1,29,29,57,57
11176,,,,1,1,29,29,57,57
11299,,,,1,1,29,29,57,57
11371,,,,1,1,29,29,57,57
11499,,,,1,1,29,29,57,57
11579,,,,1,1,29,29,57,57
11698,,,,1,1,29,29,57,57
11780,,,,1,1,29,29,57,57
11902,,,,1,1,29,29,57,57
11965,,,,1,1,29,29,57,57
12095,,,,1,1,29,29,57,57
12175,,,,1,1,29,29,57,57
12295,,,,1,1,29,29,57,57
12373,,,,1,1,29,29,57,57
12495,,,,1,1,29,29,57,57
12574,,,,1,1,29,29,57,57
12698,,,,1,1,29,29,57,57
12767,,,,1,1,29,29,57,57
12895,,,,1,1,29,29,57,57
12973,,,,1,1,29,29,57,57
13095,,,,1,1,29,29,57,57
13171,,,,1,1,29,29,57,57
13297,,,,1,1,29,29,57,57
13362,,,,1,1,29,29,57,57
13493,,,,1,1,29,29,57,57
13565,,,,1,1,29,29,57,57
13692,,,,1,1,29,29,57,57
13766,,,,1,1,29,29,57,57
13890,,,,1,1,29,29,57,57
13964,,,,1,1,29,29,57,57
14091,,,,1,1,29,29,57,57
14162,,,,1,1,29,29,57,57
14291,,,,1,1,29,29,57,57
14366,,,,1,1,29,29,57,57
14492,,,,1,1,29,29,57,57
14565,,,,1,1,29,29,57,57
14690,,,,1,1,29,29,57,57
14760,,,,1,1,29,29,57,57
14886,,,,1,1,29,29,57,57
14964,,,,1,1,29,29,57,57
15087,,,,1,1,29,29,57,57
15162,,,,1,1,29,29,57,57
15262,,,,1,1,29,29,57,57
15389,,,,1,1,29,29,57,57
15462,,,,1,1,29,29,57,57
15587,,,,1,1,29,29,57,57
15664,,,,1,1,29,29,57,57
15785,,,,1,1,29,29,57,57
15865,,,,1,1,29,29,57,57
15985,,,,1,1,29,29,57,57
16067,,,,1,1,29,29,57,57
16186,,,,1,1,29,29,57,57
16257,,,,1,1,29,29,57,57
16381,,,,1,1,29,29,57,57
16460,,,,1,1,29,29,57,57
16583,,,,1,1,29,29,57,57
16661,,,,1,1,29,29,57,57
16781,,,,1,1,29,29,57,57
16859,,,,1,1,29,29,57,57
16982,,,,1,1,29,29,57,57
17058,,,,1,1,29,29,57,57
17181,,,,1,1,29,29,57,57
17262,,,,1,1,29,29,57,57
17383,,,,1,1,29,29,57,57
17458,,,,1,1,29,29,57,57
17575,,,,1,1,29,29,57,57
17657,,,,1,1,29,29,57,57
17754,,,,1,1,29,29,57,57
17876,,,,1,1,29,29,57,57
17952,,,,1,1,29,29,57,57
18077,,,,1,1,29,29,57,57
18161,,,,1,1,29,29,57,57
18278,,,,1,1,29,29,57,57
18352,,,,1,1,29,29,57,57
18478,,,,1,1,29,29,57,57
18555,,,,1,1,29,29,57,57
18679,,,,1,1,29,29,57,57
18750,,,,1,1,29,29,57,57
18878,,,,1,1,29,29,57,57
18972,,,,1,1,29,29,57,57
19048,,,,1,1,29,29,57,57
19173,,,,1,1,29,29,57,57
19249,,,,1,1,29,29,57,57
19373,,,,1,1,29,29,57,57
19450,,,,1,1,29,29,57,57
19573,,,,1,1,29,29,57,57
19648,,,,1,1,29,29,57,57
19774,,,,1,1,29,29,57,57
19853,,,,1,1,29,29,57,57
19973,,,,1,1,29,29,57,57
20055,,,,1,1,29,29,57,57
20169,,,,1,1,29,29,57,57
20246,,,,1,1,29,29,57,57
20375,,,,1,1,29,29,57,57
20449,,,,1,1,29,29,57,57
20572,,,,1,1,29,29,57,57
20669,,,,1,1,29,29,57,57
20751,,,,1,1,29,29,57,57
20871,,,,1,1,29,29,57,57
20947,,,,1,1,29,29,57,57
21071,,,,1,1,29,29,57,57
21142,,,,1,1,29,29,57,57
21271,,,,1,1,29,29,57,57
21346,,,,1,1,29,29,57,57
21472,,,,1,1,29,29,57,57
21540,,,,1,1,29,29,57,57
21646,,,,1,1,29,29,57,57
21767,,,,1,1,29,29,57,57
21864,,,,1,1,29,29,57,57
21960,,,,1,1,29,29,57,57
22064,,,,1,1,29,29,57,57
22140,,,,1,1,29,29,57,57
22269,,,,1,1,29,29,57,57
22359,,,,1,1,29,29,57,57
22447,,,,1,1,29,29,57,57
22566,,,,1,1,29,29,57,57
22664,,,,1,1,29,29,57,57
22763,,,,1,1,29,29,57,57
22861,,,,1,1,29,29,57,57
22960,,,,1,1,29,29,57,57
23066,,,,1,1,29,29,57,57
23158,,,,1,1,29,29,57,57
23264,,,,1,1,29,29,57,57
23336,,,,1,1,29,29,57,57
23462,,,,1,1,29,29,57,57
23539,,,,1,1,29,29,57,57
23658,,,,1,1,29,29,57,57
23760,,,,1,1,29,29,57,57
23840,,,,1,1,29,29,57,57
23962,,,,1,1,29,29,57,57
24059,,,,1,1,29,29,57,57
24140,,,,1,1,29,29,57,57
24262,,,,1,1,29,29,57,57
24339,,,,1,1,29,29,57,57
24461,,,,1,1,29,29,57,57
24538,,,,1,1,29,29,57,57
24663,,,,1,1,29,29,57,57
24731,,,,1,1,29,29,57,57
24856,,,,1,1,29,29,57,57
24954,,,,1,1,29,29,57,57
25040,,,,1,1,29,29,57,57
25156,,,,1,1,29,29,57,57
25240,,,,1,1,29,29,57,57
25329,,,,1,1,29,29,57,57
25432,,,,1,1,29,29,57,57
25548,,,,1,1,29,29,57,57
25640,,,,1,1,29,29,57,57
25753,,,,1,1,29,29,57,57
25843,,,,1,1,29,29,57,57
25953,,,,1,1,29,29,57,57
26054,,,,1,1,29,29,57,57
26133,,,,1,1,29,29,57,57
26254,,,,1,1,29,29,57,57
26343,,,,1,1,29,29,57,57
26445,,,,1,1,29,29,57,57
26545,,,,1,1,29,29,57,57
26646,,,,1,1,29,29,57,57
26743,,,,1,1,29,29,57,57
26853,,,,1,1,29,29,57,57
26936,,,,1,1,29,29,57,57
27053,,,,1,1,29,29,57,57
27137,,,,1,1,29,29,57,57
27253,,,,1,1,29,29,57,57
27329,,,,1,1,29,29,57,57
27453,,,,1,1,29,29,57,57
27529,,,,1,1,29,29,57,57
27648,,,,1,1,29,29,57,57
27749,,,,1,1,29,29,57,57
27833,,,,1,1,29,29,57,57
27948,,,,1,1,29,29,57,57
28032,,,,1,1,29,29,57,57
28121,,,,1,1,29,29,57,57
28252,,,,1,1,29,29,57,57
28325,,,,1,1,29,29,57,57
28452,,,,1,1,29,29,57,57
28529,,,,1,1,29,29,57,57
28648,,,,1,1,29,29,57,57
28731,,,,1,1,29,29,57,57
28847,,,,1,1,29,29,57,57
28931,,,,1,1,29,29,57,57
29040,,,,1,1,29,29,57,57
29131,,,,1,1,29,29,57,57
29247,,,,1,1,29,29,57,57
29326,,,,1,1,29,29,57,57
29448,,,,1,1,29,29,57,57
29523,,,,1,1,29,29,57,57
29647,,,,1,1,29,29,57,57
29723,,,,1,1,29,29,57,57
29846,,,,1,1,29,29,57,57
29926,,,,1,1,29,29,57,57
30044,,,,1,1,29,29,57,57
30130,,,,1,1,29,29,57,57
30247,,,,1,1,29,29,57,57
30327,,,,1,1,29,29,57,57
30427,,,,1,1,29,29,57,57
30515,,,,1,1,29,29,57,57
30615,,,,1,1,29,29,57,57
30744,,,,1,1,29,29,57,57
30819,,,,1,1,29,29,57,57
30943,,,,1,1,29,29,57,57
31021,,,,1,1,29,29,57,57
31142,,,,1,1,29,29,57,57
31219,,,,1,1,29,29,57,57
31345,,,,1,1,29,29,57,57
31416,,,,1,1,29,29,57,57
31542,,,,1,1,29,29,57,57
31619,,,,1,1,29,29,57,57
31742,,,,1,1,29,29,57,57
31813,,,,1,1,29,29,57,57
31937,,,,1,1,29,29,57,57
32014,,,,1,1,29,29,57,57
32137,,,,1,1,29,29,57,57
32230,,,,1,1,29,29,57,57
32332,,,,1,1,29,29,57,57
32429,,,,1,1,29,29,57,57
32528,,,,1,1,29,29,57,57
32630,,,,1,1,29,29,57,57
32729,,,,1,1,29,29,57,57
32828,,,,1,1,29,29,57,57
32939,,,,1,1,29,29,57,57
33023,,,,1,1,29,29,57,57
33135,,,,1,1,29,29,57,57
33210,,,,1,1,29,29,57,57
33334,,,,1,1,29,29,57,57
33413,,,,1,1,29,29,57,57
33533,,,,1,1,29,29,57,57
33610,,,,1,1,29,29,57,57
33732,,,,1,1,29,29,57,57
33815,,,,1,1,29,29,57,57
33934,,,,1,1,29,29,57,57
34012,,,,1,1,29,29,57,57
34134,,,,1,1,29,29,57,57
34214,,,,1,1,29,29,57,57
34339,,,,1,1,29,29,57,57
34406,,,,1,1,29,29,57,57
34534,,,,1,1,29,29,57,57
34608,,,,1,1,29,29,57,57
34729,,,,1,1,29,29,57,57
34809,,,,1,1,29,29,57,57
34930,,,,1,1,29,29,57,57
35001,,,,1,1,29,29,57,57
35132,,,,1,1,29,29,57,57
35208,,,,1,1,29,29,57,57
35339,,,,1,1,29,29,57,57
35405,,,,1,1,29,29,57,57
35528,,,,1,1,29,29,57,57
35609,,,,1,1,29,29,57,57
35729,,,,1,1,29,29,57,57
35810,,,,1,1,29,29,57,57
35927,,,,1,1,29,29,57,57
36010,,,,1,1,29,29,57,57
36122,,,,1,1,29,29,57,57
36206,,,,1,1,29,29,57,57
36320,,,,1,1,29,29,57,57
36408,,,,1,1,29,29,57,57
36521,,,,1,1,29,29,57,57
36607,,,,1,1,29,29,57,57
36720,,,,1,1,29,29,57,57
36808,,,,1,1,29,29,57,57
36921,,,,1,1,29,29,57,57
37008,,,,1,1,29,29,57,57
37122,,,,1,1,29,29,57,57
37197,,,,1,1,29,29,57,57
37320,,,,1,1,29,29,57,57
37413,,,,1,1,29,29,57,57
37518,,,,1,1,29,29,57,57
37602,,,,1,1,29,29,57,57
37698,,,,1,1,29,29,57,57
37824,,,,1,1,29,29,57,57
37897,,,,1,1,29,29,57,57
38023,,,,1,1,29,29,57,57
38096,,,,1,1,29,29,57,57
38222,,,,1,1,29,29,57,57
38296,,,,1,1,29,29,57,57
38422,,,,1,1,29,29,57,57
38499,,,,1,1,29,29,57,57
38623,,,,1,1,29,29,57,57
38700,,,,1,1,29,29,57,57
38823,,,,1,1,29,29,57,57
38892,,,,1,1,29,29,57,57
39018,,,,1,1,29,29,57,57
39095,,,,1,1,29,29,57,57
39217,,,,1,1,29,29,57,57
39294,,,,1,1,29,29,57,57
39418,,,,1,1,29,29,57,57
39497,,,,1,1,29,29,57,57
39593,,,,1,1,29,29,57,57
39689,,,,1,1,29,29,57,57
39819,,,,1,1,29,29,57,57
39894,,,,1,1,29,29,57,57
40019,,,,1,1,29,29,57,57
40095,,,,1,1,29,29,57,57
40218,,,,1,1,29,29,57,57
40287,,,,1,1,29,29,57,57
40416,,,,1,1,29,29,57,57
40489,,,,1,1,29,29,57,57
40614,,,,1,1,29,29,57,57
40695,,,,1,1,29,29,57,57
40812,,,,1,1,29,29,57,57
40895,,,,1,1,29,29,57,57
41010,,,,1,1,29,29,57,57
41098,,,,1,1,29,29,57,57
41209,,,,1,1,29,29,57,57
41300,,,,1,1,29,29,57,57
41407,,,,1,1,29,29,57,57
41504,,,,1,1,29,29,57,57
41606,,,,1,1,29,29,57,57
41703,,,,1,1,29,29,57,57
41795,,,,1,1,29,29,57,57
41891,,,,1,1,29,29,57,57
42003,,,,1,1,29,29,57,57
42093,,,,1,1,29,29,57,57
42207,,,,1,1,29,29,57,57
42312,,,,1,1,29,29,57,57
42390,,,,1,1,29,29,57,57
42504,,,,1,1,29,29,57,57
42596,,,,1,1,29,29,57,57
42711,,,,1,1,29,29,57,57
42793,,,,1,1,29,29,57,57
42891,,,,1,1,29,29,57,57
42999,,,,1,1,29,29,57,57
43101,,,,1,1,29,29,57,57
43203,,,,1,1,29,29,57,57
43303,,,,1,1,29,29,57,57
43381,,,,1,1,29,29,57,57
43478,,,,1,1,29,29,57,57
43606,,,,1,1,29,29,57,57
43687,,,,1,1,29,29,57,57
43808,,,,1,1,29,29,57,57
43883,,,,1,1,29,29,57,57
43994,,,,1,1,29,29,57,57
44090,,,,1,1,29,29,57,57
44198,,,,1,1,29,29,57,57
44292,,,,1,1,29,29,57,57
44388,,,,1,1,29,29,57,57
44505,,,,1,1,29,29,57,57
44576,,,,1,1,29,29,57,57
44703,,,,1,1,29,29,57,57
44780,,,,1,1,29,29,57,57
44904,,,,1,1,29,29,57,57
44980,,,,1,1,29,29,57,57
45099,,,,1,1,29,29,57,57
45169,,,,1,1,29,29,57,57
45282,,,,1,1,29,29,57,57
45388,,,,1,1,29,29,57,57
45487,,,,1,1,29,29,57,57
45605,,,,1,1,29,29,57,57
45681,,,,1,1,29,29,57,57
45803,,,,1,1,29,29,57,57
45881,,,,1,1,29,29,57,57
45974,,,,1,1,29,29,57,57
46087,,,,1,1,29,29,57,57
46190,,,,1,1,29,29,57,57
46289,,,,1,1,29,29,57,57
46393,,,,1,1,29,29,57,57
46484,,,,1,1,29,29,57,57
46594,,,,1,1,29,29,57,57
46681,,,,1,1,29,29,57,57
46798,,,,1,1,29,29,57,57
46876,,,,1,1,29,29,57,57
46999,,,,1,1,29,29,57,57
47077,,,,1,1,29,29,57,57
47180,,,,1,1,29,29,57,57
47298,,,,1,1,29,29,57,57
47373,,,,1,1,29,29,57,57
47489,,,,1,1,29,29,57,57
47573,,,,1,1,29,29,57,57
47665,,,,1,1,29,29,57,57
47793,,,,1,1,29,29,57,57
47870,,,,1,1,29,29,57,57
47989,,,,1,1,29,29,57,57
48081,,,,1,1,29,29,57,57
48189,,,,1,1,29,29,57,57
48279,,,,1,1,29,29,57,57
48378,,,,1,1,29,29,57,57
48493,,,,1,1,29,29,57,57
48577,,,,1,1,29,29,57,57
48692,,,,1,1,29,29,57,57
48777,,,,1,1,29,29,57,57
48885,,,,1,1,29,29,57,57
48974,,,,1,1,29,29,57,57
49064,,,,1,1,29,29,57,57
49192,,,,1,1,29,29,57,57
49261,,,,1,1,29,29,57,57
49361,,,,1,1,29,29,57,57
49493,,,,1,1,29,29,57,57
49568,,,,1,1,29,29,57,57
49664,,,,1,1,29,29,57,57
49791,,,,1,1,29,29,57,57
49871,,,,1,1,29,29,57,57
49990,,,,1,1,29,29,57,57
50073,,,,1,1,29,29,57,57
50173,,,,1,1,29,29,57,57
50280,,,,1,1,29,29,57,57
50366,,,,1,1,29,29,57,57
50488,,,,1,1,29,29,57,57
50556,,,,1,1,29,29,57,57
50688,,,,1,1,29,29,57,57
50764,,,,1,1,29,29,57,57
50888,,,,1,1,29,29,57,57
50964,,,,1,1,29,29,57,57
51087,,,,1,1,29,29,57,57
51164,,,,1,1,29,29,57,57
51273,,,,1,1,29,29,57,57
51383,,,,1,1,29,29,57,57
51469,,,,1,1,29,29,57,57
51584,,,,1,1,29,29,57,57
51659,,,,1,1,29,29,57,57
51785,,,,1,1,29,29,57,57
51855,,,,1,1,29,29,57,57
51969,,,,1,1,29,29,57,57
52067,,,,1,1,29,29,57,57
52178,,,,1,1,29,29,57,57
52262,,,,1,1,29,29,57,57
52358,,,,1,1,29,29,57,57
52483,,,,1,1,29,29,57,57
52561,,,,1,1,29,29,57,57
52682,,,,1,1,29,29,57,57
52760,,,,1,1,29,29,57,57
52882,,,,1,1,29,29,57,57
52959,,,,1,1,29,29,57,57
53078,,,,1,1,29,29,57,57
53155,,,,1,1,29,29,57,57
53248,,,,1,1,29,29,57,57
53375,,,,1,1,29,29,57,57
53463,,,,1,1,29,29,57,57
53577,,,,1,1,29,29,57,57
53673,,,,1,1,29,29,57,57
53764,,,,1,1,29,29,57,57
53879,,,,1,1,29,29,57,57
53952,,,,1,1,29,29,57,57
54078,,,,1,1,29,29,57,57
54176,,,,1,1,29,29,57,57
54259,,,,1,1,29,29,57,57
54350,,,,1,1,29,29,57,57
54451,,,,1,1,29,29,57,57
54574,,,,1,1,29,29,57,57
