[camera]
# width=480
# height=640
# width=720
# height=1280
# width=1536
# height=1024
# width=640
# height=480
# fps=30

[detection]
tag_pixel_width = 100
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 30 # in cm
origo_offset = [360, 360] # in pixels
cm_per_pixel = 0.1
baudrate = 115200#9600###921600#

[setup]
label = "Two different suns"

    [[setup.suns]]
    link_factor = 1.5
    green = 255
    azimuth = 90
    width = 11
    red = 100
    [[setup.suns]]
    blue = 255
    link_factor = -0.8
    green = 128
    azimuth = 180
    width = 3
    red = 41

[experiment]
datetime = 2023-12-10T11:54:15.176Z

ms,x,y,θ,start1,stop1,start2,stop2
846,,,,24,34,56,58
846,,,,24,34,56,58
846,,,,24,34,56,58
916,,,,24,34,56,58
1076,,,,24,34,56,58
1140,,,,24,34,56,58
1214,,,,24,34,56,58
1339,,,,24,34,56,58
1438,,,,24,34,56,58
1540,,,,24,34,56,58
1638,,,,24,34,56,58
1738,,,,24,34,56,58
1838,,,,24,34,56,58
1986,,,,24,34,56,58
2013,,,,24,34,56,58
2112,,,,24,34,56,58
2213,,,,24,34,56,58
2313,,,,24,34,56,58
2434,,,,24,34,56,58
2534,,,,24,34,56,58
2681,,,,24,34,56,58
2733,,,,24,34,56,58
2833,,,,24,34,56,58
2934,,,,24,34,56,58
3034,,,,24,34,56,58
3133,,,,24,34,56,58
3235,,,,24,34,56,58
3334,,,,24,34,56,58
3481,,,,24,34,56,58
3534,,,,24,34,56,58
3612,,,,24,34,56,58
3713,,,,24,34,56,58
3833,,,,24,34,56,58
3936,,,,24,34,56,58
4035,,,,24,34,56,58
4132,,,,24,34,56,58
4234,,,,24,34,56,58
4380,,,,24,34,56,58
4413,,,,24,34,56,58
4513,,,,24,34,56,58
4633,,,,24,34,56,58
4733,,,,24,34,56,58
4834,,,,24,34,56,58
4933,,,,24,34,56,58
5085,,,,24,34,56,58
5133,,,,24,34,56,58
5213,,,,24,34,56,58
5313,,,,24,34,56,58
5413,,,,24,34,56,58
5524,,,,24,34,56,58
5676,,,,24,34,56,58
5734,,,,24,34,56,58
5833,,,,24,34,56,58
5933,,,,24,34,56,58
6033,,,,24,34,56,58
6169,,,,24,34,56,58
6234,,,,24,34,56,58
6334,,,,24,34,56,58
6433,,,,24,34,56,58
6531,,,,24,34,56,58
6634,,,,24,34,56,58
6732,,,,24,34,56,58
6835,,,,24,34,56,58
6934,,,,24,34,56,58
7059,,,,24,34,56,58
7113,,,,24,34,56,58
7228,,,,24,34,56,58
7328,,,,24,34,56,58
7459,,,,24,34,56,58
7534,,,,24,34,56,58
7635,,,,24,34,56,58
7733,,,,24,34,56,58
7833,,,,24,34,56,58
7932,,,,24,34,56,58
8035,,,,24,34,56,58
8134,,,,24,34,56,58
8259,,,,24,34,56,58
8335,,,,24,34,56,58
8434,,,,24,34,56,58
8533,,,,24,34,56,58
8634,,,,24,34,56,58
8761,,,,24,34,56,58
8834,,,,24,34,56,58
8964,,,,24,34,56,58
9033,,,,24,34,56,58
9133,,,,24,34,56,58
9234,,,,24,34,56,58
9335,,,,24,34,56,58
9434,,,,24,34,56,58
9534,,,,24,34,56,58
9634,,,,24,34,56,58
9735,,,,24,34,56,58
9834,,,,24,34,56,58
9933,,,,24,34,56,58
10032,,,,24,34,56,58
10153,,,,24,34,56,58
10257,,,,24,34,56,58
10333,,,,24,34,56,58
10458,,,,24,34,56,58
10534,,,,24,34,56,58
10635,,,,24,34,56,58
10733,,,,24,34,56,58
10833,,,,24,34,56,58
10934,,,,24,34,56,58
11035,,,,24,34,56,58
11134,,,,24,34,56,58
11235,,,,24,34,56,58
11334,,,,24,34,56,58
11435,,,,24,34,56,58
11534,,,,24,34,56,58
11632,,,,24,34,56,58
11733,,,,24,34,56,58
11832,,,,24,34,56,58
11934,,,,24,34,56,58
12033,,,,24,34,56,58
12134,,,,24,34,56,58
12269,,,,24,34,56,58
12314,,,,24,34,56,58
12414,,,,24,34,56,58
12535,,,,24,34,56,58
12660,,,,24,34,56,58
12733,,,,24,34,56,58
12834,,,,24,34,56,58
12932,,,,24,34,56,58
13034,,,,24,34,56,58
13134,,,,24,34,56,58
13234,,,,24,34,56,58
13333,,,,24,34,56,58
13434,,,,24,34,56,58
13568,,,,24,34,56,58
13613,,,,24,34,56,58
13755,,,,24,34,56,58
13832,,,,24,34,56,58
13958,,,,24,34,56,58
14034,,,,24,34,56,58
14135,,,,24,34,56,58
14234,,,,24,34,56,58
14334,,,,24,34,56,58
14435,,,,24,34,56,58
14534,,,,24,34,56,58
14634,,,,24,34,56,58
14735,,,,24,34,56,58
14859,,,,24,34,56,58
14912,,,,24,34,56,58
15053,,,,24,34,56,58
15133,,,,24,34,56,58
15256,,,,24,34,56,58
15336,,,,24,34,56,58
15459,,,,24,34,56,58
15535,,,,24,34,56,58
15633,,,,24,34,56,58
15733,,,,24,34,56,58
15834,,,,24,34,56,58
15934,,,,24,34,56,58
16035,,,,24,34,56,58
16134,,,,24,34,56,58
16235,,,,24,34,56,58
17213,,,,24,34,56,58
17235,,,,24,34,56,58
17257,,,,24,34,56,58
17279,,,,24,34,56,58
17301,,,,24,34,56,58
17323,,,,24,34,56,58
17345,,,,24,34,56,58
17367,,,,24,34,56,58
17388,,,,24,34,56,58
17410,,,,24,34,56,58
17455,,,,24,34,56,58
17477,,,,24,34,56,58
17513,,,,24,34,56,58
17616,,,,24,34,56,58
17735,,,,24,34,56,58
17852,,,,24,34,56,58
17933,,,,24,34,56,58
18034,,,,24,34,56,58
18134,,,,24,34,56,58
18234,,,,24,34,56,58
18333,,,,24,34,56,58
18433,,,,24,34,56,58
18534,,,,24,34,56,58
18634,,,,24,34,56,58
18734,,,,24,34,56,58
18863,,,,24,34,56,58
18912,,,,24,34,56,58
19035,,,,24,34,56,58
19134,,,,24,34,56,58
19251,,,,24,34,56,58
19335,,,,24,34,56,58
19454,,,,24,34,56,58
19560,,,,24,34,56,58
19635,,,,24,34,56,58
19735,,,,24,34,56,58
19836,,,,24,34,56,58
19936,,,,24,34,56,58
20034,,,,24,34,56,58
20132,,,,24,34,56,58
20233,,,,24,34,56,58
20332,,,,24,34,56,58
20432,,,,24,34,56,58
21031,,,,24,34,56,58
21055,,,,24,34,56,58
21076,,,,24,34,56,58
21097,,,,24,34,56,58
21117,,,,24,34,56,58
21139,,,,24,34,56,58
21163,,,,24,34,56,58
21212,,,,24,34,56,58
21315,,,,24,34,56,58
21441,,,,24,34,56,58
