[camera]
# width=480
# height=640
# width=720
# height=1280
# width=1536
# height=1024
# width=640
# height=480
# fps=30

[detection]
tag_pixel_width = 100
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 30 # in cm
origo_offset = [360, 360] # in pixels
cm_per_pixel = 0.1
baudrate = 115200#9600###921600#

[setup]
label = "Two different suns"

    [[setup.suns]]
    link_factor = 1.5
    green = 255
    azimuth = 90
    width = 11
    red = 100
    [[setup.suns]]
    blue = 255
    link_factor = -0.8
    green = 128
    azimuth = 180
    width = 3
    red = 41

[experiment]
datetime = 2023-12-11T12:25:07.703Z

ms,x,y,θ,start1,stop1,start2,stop2
873,,,,24,34,56,58
928,,,,24,34,56,58
952,,,,24,34,56,58
976,,,,24,34,56,58
1018,,,,24,34,56,58
1122,,,,24,34,56,58
1220,,,,24,34,56,58
1323,,,,24,34,56,58
1420,,,,24,34,56,58
1535,,,,24,34,56,58
1643,,,,24,34,56,58
1755,,,,24,34,56,58
1839,,,,24,34,56,58
1940,,,,24,34,56,58
2040,,,,24,34,56,58
2139,,,,24,34,56,58
2240,,,,24,34,56,58
2340,,,,24,34,56,58
2438,,,,24,34,56,58
2540,,,,24,34,56,58
2639,,,,24,34,56,58
2751,,,,24,34,56,58
2839,,,,24,34,56,58
2940,,,,24,34,56,58
3041,,,,24,34,56,58
3138,,,,24,34,56,58
3240,,,,24,34,56,58
3340,,,,24,34,56,58
3439,,,,24,34,56,58
3539,,,,24,34,56,58
3640,,,,24,34,56,58
3748,,,,24,34,56,58
3839,,,,24,34,56,58
3941,,,,24,34,56,58
4040,,,,24,34,56,58
4140,,,,24,34,56,58
4240,,,,24,34,56,58
4341,,,,24,34,56,58
4439,,,,24,34,56,58
4541,,,,24,34,56,58
4640,,,,24,34,56,58
4747,,,,24,34,56,58
4841,,,,24,34,56,58
