[camera]
# width=480
# height=640
# width=720
# height=1280
# width=1536
# height=1024
# width=640
# height=480
# fps=30

[detection]
tag_pixel_width = 100
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 30 # in cm
origo_offset = [360, 360] # in pixels
cm_per_pixel = 0.1
baudrate = 115200#9600###921600#

[setup]
label = "Crazy"

    [[setup.suns]]
    link_factor = 2
    green = 255
    width = 11
    [[setup.suns]]
    blue = 255
    link_factor = 1
    azimuth = 50
    [[setup.suns]]
    link_factor = 0
    azimuth = 100
    red = 255
    [[setup.suns]]
    link_factor = -1
    green = 255
    azimuth = 150
    red = 255
    [[setup.suns]]
    blue = 255
    link_factor = -2
    azimuth = 200
    red = 255
    [[setup.suns]]
    blue = 255
    link_factor = 0.5
    green = 255
    azimuth = 250
    [[setup.suns]]
    blue = 255
    link_factor = -0.5
    green = 255
    azimuth = 300
    red = 255

[experiment]
datetime = 2023-12-10T12:29:11.435Z

ms,x,y,θ,start1,stop1,start2,stop2,start3,stop3,start4,stop4,start5,stop5,start6,stop6,start7,stop7
926,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
926,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
932,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
892,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
929,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
1027,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
1126,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
1245,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
1324,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
1424,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
1524,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
1627,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
1727,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
1844,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
1924,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
2028,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
2150,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
2249,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
2346,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
2448,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
2547,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
2649,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
2746,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
2848,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
2946,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3047,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3146,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3245,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3412,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3453,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3523,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3623,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3742,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3844,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3986,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
4023,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
4225,406.69092444634737,642.1812871840505,-2.403721918385387,32,42,91,91,32,32,87,87,28,28,60,60,1,1
4225,402.6491001932894,653.9418729475552,-2.148919418994198,32,42,91,91,32,32,87,87,28,28,60,60,1,1
4304,407.64632195002605,660.5345075532542,-1.8076281162226875,44,54,97,97,32,32,81,81,16,16,63,63,111,111
4407,415.9289707535442,666.2355575910932,-1.577045112491132,52,62,101,101,32,32,76,76,8,8,65,65,109,109
4507,,,,52,62,101,101,32,32,76,76,8,8,65,65,109,109
4652,433.80425332483503,675.2286813041468,-0.8301605656144847,79,89,2,2,32,32,63,63,94,94,72,72,103,103
4707,439.3257676102883,677.4858986184331,-0.40584357358795686,94,104,9,9,32,32,55,55,78,78,76,76,99,99
4806,441.3955027605685,677.5374579685569,-0.26739410418835496,99,109,12,12,32,32,53,53,73,73,77,77,98,98
4908,444.5569221269189,677.7016749210525,-0.18797374408322318,102,112,13,13,32,32,51,51,71,71,78,78,97,97
5006,448.6206047747539,679.8073861473998,0.054649678486237994,111,8,18,18,32,32,47,47,62,62,80,80,95,95
5136,450.09211945239105,679.6712593485054,0.28403772640988073,6,16,22,22,32,32,43,43,54,54,82,82,93,93
5207,450.60406696166547,679.8576121820652,0.5277335461300677,15,25,26,26,32,32,39,39,45,45,84,84,90,90
5307,446.94312877735314,677.678608451737,0.34467558811648663,8,18,23,23,32,32,42,42,51,51,83,83,92,92
5407,445.2032240356765,677.124308021487,0.01854115150537866,110,7,17,17,32,32,48,48,63,63,80,80,95,95
5509,445.89025675941883,678.7562794851401,-0.08667824638448578,106,3,15,15,32,32,50,50,67,67,79,79,96,96
5634,446.8851919887272,678.3306110746545,-0.27001777942670885,99,109,12,12,32,32,53,53,73,73,77,77,98,98
5707,448.81392778532995,678.5256278648683,-0.4987107877878392,91,101,8,8,32,32,57,57,82,82,75,75,100,100
5807,450.76611465147863,678.9689638888783,-0.6019814294124877,87,97,6,6,32,32,59,59,85,85,74,74,101,101
5907,451.38648473554224,678.6340781907492,-0.7993320734950738,80,90,2,2,32,32,62,62,93,93,72,72,102,102
6007,450.6066516660346,678.4267394814239,-0.9234582249056567,76,86,113,113,32,32,65,65,97,97,71,71,103,103
6107,447.3931714939079,677.5684624491519,-1.1143434350037524,69,79,110,110,32,32,68,68,104,104,69,69,105,105
6207,446.7746589453806,677.27018702738,-1.2323513077584394,65,75,108,108,32,32,70,70,108,108,68,68,106,106
6307,446.43498278051356,673.0782321913201,-1.3882345218551102,59,69,105,105,32,32,73,73,1,1,67,67,108,108
6407,451.5949374292197,664.0067272133073,-1.470104751771328,56,66,103,103,32,32,75,75,4,4,66,66,108,108
6507,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
6630,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
6708,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
6808,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
6908,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
7031,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
7109,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
7210,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
7312,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
7413,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
7514,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
7615,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
7717,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
7818,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
7919,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
8043,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
8122,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
8246,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
8324,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
8425,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
8528,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
8627,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
8750,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
8831,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
8956,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
9034,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
9134,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
9234,,,,56,66,103,103,32,32,75,75,4,4,66,66,108,108
