[camera]
# width=480
# height=640
# width=720
# height=1280
# width=1536
# height=1024
# width=640
# height=480
# fps=30

[detection]
tag_pixel_width = 100
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 30 # in cm
origo_offset = [360, 360] # in pixels
cm_per_pixel = 0.1
baudrate = 115200#9600###921600#

[setup]
label = "Two different suns"

    [[setup.suns]]
    link_factor = 1.5
    green = 255
    azimuth = 90
    width = 11
    red = 100
    [[setup.suns]]
    blue = 255
    link_factor = -0.8
    green = 128
    azimuth = 180
    width = 3
    red = 41

[experiment]
datetime = 2023-12-10T14:09:22.182Z

ms,x,y,θ,start1,stop1,start2,stop2
535,,,,24,34,56,58
639,,,,24,34,56,58
736,,,,24,34,56,58
835,,,,24,34,56,58
934,,,,24,34,56,58
1034,,,,24,34,56,58
1136,,,,24,34,56,58
1236,,,,24,34,56,58
1338,,,,24,34,56,58
1439,,,,24,34,56,58
1545,,,,24,34,56,58
1638,,,,24,34,56,58
1738,,,,24,34,56,58
1836,,,,24,34,56,58
1937,,,,24,34,56,58
2037,,,,24,34,56,58
2138,334.2542673911959,632.2396010602995,-0.24256659902248312,18,28,60,62
2194,334.2997281142634,634.5713659755172,-0.15993102011304466,20,30,59,61
2297,334.24948388614916,631.0077409943035,-0.01905416822729688,24,34,57,59
2397,337.17033253519946,628.043373496743,0.12146025400029818,28,38,55,57
2504,342.89628845631853,626.522646178078,0.25264987683222306,31,41,53,55
2597,348.7286545165824,625.1367554662293,0.4807070575217649,37,47,50,52
2697,353.3412175775247,624.0614659139493,0.6590788407378758,42,52,47,49
2797,353.0093597733299,621.975436603926,0.7413388524590815,44,54,46,48
2897,354.76545798909143,621.594264354677,0.907779979876417,49,59,43,45
2997,358.18130045627163,623.6316631320526,1.264599578683537,58,68,38,40
3097,358.6126601023639,626.3835445277974,1.5064973943737214,65,75,35,37
3196,355.89851537506223,630.2763714510315,1.7929739625204022,73,83,31,33
3297,353.37450649447595,632.1338367508231,2.0058851130556024,78,88,28,30
3396,351.07202982615013,632.9536080832371,2.210906682611001,84,94,25,27
3500,351.1488344131212,632.842570936761,2.2797106064095285,86,96,24,26
3597,351.7546596693386,633.0471931378463,2.470493432676986,91,101,21,23
3697,352.2090053475935,632.7068373635323,2.6401126060850038,95,105,19,21
3797,353.1046536449533,631.8338651584619,2.625298244342579,95,105,19,21
3897,355.7220028589211,629.1019867674462,2.6128189208344232,95,105,19,21
3997,358.2716837198379,625.7826770533468,2.5568587136826655,93,103,20,22
4097,360.44176908125553,624.9778832742792,2.4065864155749934,89,99,22,24
4197,360.92697090775414,626.3545024929309,2.3713839341327327,88,98,22,24
4297,361.21573956918655,627.0013507090245,2.2657188701074245,85,95,24,26
4397,362.75043850117953,628.0847082572826,2.2023817404064077,84,94,25,27
4497,364.9363419335308,628.9722995194169,2.1273132554806047,82,92,26,28
4600,366.7173982017714,630.0254541454716,2.09662250918473,81,91,26,28
