[camera]
# width=480
# height=640
# width=720
# height=1280
# width=1536
# height=1024
# width=640
# height=480
# fps=30

[detection]
tag_pixel_width = 100
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 30 # in cm
origo_offset = [360, 360] # in pixels
cm_per_pixel = 0.1
baudrate = 115200#9600###921600#

[setup]
label = "Two different suns"

    [[setup.suns]]
    link_factor = 1.5
    green = 255
    azimuth = 90
    width = 11
    red = 100
    [[setup.suns]]
    blue = 255
    link_factor = -0.8
    green = 128
    azimuth = 180
    width = 3
    red = 41

[experiment]
datetime = 2023-12-11T13:18:15.135Z

ms,x,y,θ,start1,stop1,start2,stop2
542,365.2313219174608,668.6116435876003,2.1581548872513414,82,92,25,27
650,368.46421687558734,666.8169710005345,1.6312299712417093,68,78,33,35
705,366.30525289325385,668.3433893826854,0.8163979671299855,46,56,45,47
804,367.6468839950191,666.6105466030398,0.12177835073953715,28,38,55,57
904,367.69502037466145,668.1389179709942,-0.3302036191590007,15,25,61,63
1006,370.15080595899906,669.2563367308749,-0.16148346220740764,20,30,59,61
1106,373.74846637169685,671.5131951326763,0.4620742378688164,37,47,50,52
1207,373.535130539142,675.96098407378,1.137840523243857,55,65,40,42
1306,371.0378721610407,680.472379580909,1.9003154435351877,76,86,29,31
1407,371.10041840378346,678.1953877086928,2.2628892369816227,85,95,24,26
1507,371.32805074395213,675.5908550004464,2.3210161972878804,87,97,23,25
1607,371.88310652313453,668.845302092965,1.28654118323497,59,69,38,40
1707,368.34357920888016,670.5680732456792,0.7440907991242695,44,54,46,48
1807,364.4971531056923,671.8792932539841,0.4006138259778505,35,45,51,53
1907,363.4040939542772,672.2405716896799,0.5686613832651474,40,50,48,50
2007,361.18919846603836,680.7589937274502,1.772125965429359,72,82,31,33
2107,361.36042096434903,681.185472008133,2.110582941074669,81,91,26,28
2207,361.3300749809596,680.1986870075586,2.1097374946023466,81,91,26,28
2307,366.2859359912897,672.3041873527,0.7461958904977042,44,54,46,48
2407,365.5094924016704,673.0725433668013,0.29524699859096964,32,42,52,54
2507,365.0420406170365,674.4126642936687,-0.18164303977858662,19,29,59,61
2607,,,,19,29,59,61
2708,,,,19,29,59,61
2808,,,,19,29,59,61
2908,,,,19,29,59,61
3009,,,,19,29,59,61
3110,,,,19,29,59,61
3211,,,,19,29,59,61
3312,,,,19,29,59,61
3414,,,,19,29,59,61
3514,,,,19,29,59,61
3615,,,,19,29,59,61
3715,,,,19,29,59,61
3817,,,,19,29,59,61
3918,,,,19,29,59,61
4021,,,,19,29,59,61
4121,,,,19,29,59,61
4222,,,,19,29,59,61
4324,,,,19,29,59,61
4425,,,,19,29,59,61
4528,,,,19,29,59,61
4628,,,,19,29,59,61
4736,,,,19,29,59,61
4829,,,,19,29,59,61
4932,,,,19,29,59,61
5030,,,,19,29,59,61
5134,,,,19,29,59,61
5233,,,,19,29,59,61
5334,,,,19,29,59,61
5436,,,,19,29,59,61
5536,,,,19,29,59,61
5638,,,,19,29,59,61
5736,,,,19,29,59,61
5842,,,,19,29,59,61
5948,,,,19,29,59,61
6052,,,,19,29,59,61
6143,,,,19,29,59,61
6245,,,,19,29,59,61
6345,,,,19,29,59,61
6448,,,,19,29,59,61
