[camera]
# width=480
# height=640
# width=720
# height=1280
# width=1536
# height=1024
# width=640
# height=480
# fps=30

[detection]
tag_pixel_width = 100
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 30 # in cm
origo_offset = [360, 360] # in pixels
cm_per_pixel = 0.1
baudrate = 115200#9600###921600#

[setup]
label = "Two different suns"

    [[setup.suns]]
    link_factor = 1.5
    green = 255
    azimuth = 90
    width = 11
    red = 100
    [[setup.suns]]
    blue = 255
    link_factor = -0.8
    green = 128
    azimuth = 180
    width = 3
    red = 41

[experiment]
datetime = 2023-12-11T13:06:01.727Z

ms,x,y,θ,start1,stop1,start2,stop2
822,,,,24,34,56,58
885,,,,24,34,56,58
910,,,,24,34,56,58
935,,,,24,34,56,58
1018,,,,24,34,56,58
1119,,,,24,34,56,58
1219,,,,24,34,56,58
1319,,,,24,34,56,58
1419,,,,24,34,56,58
1519,,,,24,34,56,58
1619,,,,24,34,56,58
1727,,,,24,34,56,58
1818,,,,24,34,56,58
1917,,,,24,34,56,58
2016,,,,24,34,56,58
2117,,,,24,34,56,58
2216,,,,24,34,56,58
2338,,,,24,34,56,58
2442,,,,24,34,56,58
2536,,,,24,34,56,58
2637,,,,24,34,56,58
2749,,,,24,34,56,58
2839,,,,24,34,56,58
2938,,,,24,34,56,58
3038,,,,24,34,56,58
3139,,,,24,34,56,58
3238,,,,24,34,56,58
3340,,,,24,34,56,58
3439,,,,24,34,56,58
3540,,,,24,34,56,58
3637,,,,24,34,56,58
3741,,,,24,34,56,58
3841,,,,24,34,56,58
3939,,,,24,34,56,58
4038,,,,24,34,56,58
4138,,,,24,34,56,58
4240,,,,24,34,56,58
4340,,,,24,34,56,58
4440,,,,24,34,56,58
