[camera]
# width=480
# height=640
# width=720
# height=1280
# width=1536
# height=1024
# width=640
# height=480
# fps=30

[detection]
tag_pixel_width = 100
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 30 # in cm
origo_offset = [360, 360] # in pixels
cm_per_pixel = 0.1
baudrate = 115200#9600###921600#

[setup]
label = "Crazy"

    [[setup.suns]]
    link_factor = 2
    green = 255
    width = 11
    [[setup.suns]]
    blue = 255
    link_factor = 1
    azimuth = 50
    [[setup.suns]]
    link_factor = 0
    azimuth = 100
    red = 255
    [[setup.suns]]
    link_factor = -1
    green = 255
    azimuth = 150
    red = 255
    [[setup.suns]]
    blue = 255
    link_factor = -2
    azimuth = 200
    red = 255
    [[setup.suns]]
    blue = 255
    link_factor = 0.5
    green = 255
    azimuth = 250
    [[setup.suns]]
    blue = 255
    link_factor = -0.5
    green = 255
    azimuth = 300
    red = 255

[experiment]
datetime = 2023-12-09T13:58:37.259Z

ms,x,y,θ,start1,stop1,start2,stop2,start3,stop3,start4,stop4,start5,stop5,start6,stop6,start7,stop7
3077,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3375,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3404,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3431,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3460,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3487,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3533,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3558,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3583,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3608,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3633,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3659,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3685,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3712,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3738,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3764,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3803,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3829,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3854,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3880,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3904,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3929,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3954,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
3979,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
4004,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
4030,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
4063,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
4089,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
4114,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
4139,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
4163,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
4187,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
4211,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
4272,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
4371,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
4571,403.97076807185374,693.8669658121252,-0.2928130004137979,110,7,17,17,32,32,48,48,63,63,80,80,95,95
4571,402.75230920041093,698.9424964281736,0.02955286821919329,110,7,17,17,32,32,48,48,63,63,80,80,95,95
4653,399.6764798761221,702.5656325882093,0.3210563839793239,8,18,22,22,32,32,42,42,52,52,82,82,92,92
4751,402.419401004309,706.3964637115481,0.7344209441883881,22,32,30,30,32,32,35,35,37,37,86,86,89,89
4854,405.7522435674566,705.0165458727257,1.1264057239844403,37,47,37,37,32,32,28,28,23,23,90,90,85,85
4954,406.8812512385057,701.4646672501415,1.495719343434693,50,60,44,44,32,32,21,21,10,10,93,93,82,82
5054,404.3128848554228,699.6214599472975,1.724299833208754,58,68,48,48,32,32,17,17,2,2,95,95,80,80
5154,403.03459167390145,701.023126198722,2.071562907045152,71,81,54,54,32,32,11,11,102,102,98,98,77,77
5254,404.7144295708051,703.249623196495,2.3081827889575437,79,89,58,58,32,32,7,7,94,94,100,100,74,74
5354,405.4653855864641,705.2388867487052,2.4897046046863403,86,96,61,61,32,32,3,3,87,87,102,102,73,73
5453,403.76713898004897,706.6232366828282,2.4945152829248562,86,96,62,62,32,32,3,3,87,87,102,102,73,73
5554,404.03015829881303,705.7700911803391,2.2902756468423666,78,88,58,58,32,32,7,7,94,94,100,100,75,75
5654,409.48574539862705,704.0124544268953,1.948334019669231,66,76,52,52,32,32,13,13,107,107,97,97,78,78
5754,411.0457858675285,703.3583782534934,1.6658084459821954,56,66,47,47,32,32,18,18,4,4,94,94,80,80
5854,408.0013249625115,702.2552546567988,1.3958977686692398,46,56,42,42,32,32,23,23,14,14,92,92,83,83
5954,406.62967267783415,701.7543870385341,1.111387133741033,36,46,37,37,32,32,28,28,24,24,89,89,85,85
6054,405.98554980341606,701.1535428313543,0.8792413656466382,28,38,33,33,32,32,32,32,32,32,87,87,87,87
6154,404.50807696232454,701.3270784032745,0.5764179196162968,17,27,27,27,32,32,38,38,43,43,85,85,90,90
6254,402.26921633439076,700.9945631097271,0.35262823840276264,9,19,23,23,32,32,42,42,51,51,83,83,92,92
6354,401.09289099619616,701.722060088021,0.15922584542551116,2,12,20,20,32,32,45,45,58,58,81,81,94,94
6454,398.0433339891523,698.0184392537114,-0.22208603321196574,101,111,13,13,32,32,52,52,72,72,77,77,97,97
6554,396.5452931177317,697.0243620799624,-0.3624539067343343,96,106,10,10,32,32,55,55,77,77,76,76,98,98
6654,394.86661936824805,696.1532546637698,-0.39626835529301885,95,105,10,10,32,32,55,55,78,78,76,76,99,99
6754,393.8685901245936,696.4520555579231,-0.30163868715083303,98,108,11,11,32,32,54,54,75,75,77,77,98,98
6854,396.05480421189986,698.6224839568047,0.018639005037030556,110,7,17,17,32,32,48,48,63,63,80,80,95,95
6954,399.6598823525278,702.2414600209431,0.3839380839526937,10,20,24,24,32,32,41,41,50,50,83,83,92,92
