[camera]
# width=480
# height=640
# width=720
# height=1280
# width=1536
# height=1024
# width=640
# height=480
# fps=30

[detection]
tag_pixel_width = 100
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 30 # in cm
origo_offset = [360, 360] # in pixels
cm_per_pixel = 0.1
baudrate = 115200#9600###921600#

[setup]
label = "Two different suns"

    [[setup.suns]]
    link_factor = 1.5
    green = 255
    azimuth = 90
    width = 11
    red = 100
    [[setup.suns]]
    blue = 255
    link_factor = -0.8
    green = 128
    azimuth = 180
    width = 3
    red = 41

[experiment]
datetime = 2023-12-11T13:08:48.494Z

ms,x,y,θ,start1,stop1,start2,stop2
538,,,,24,34,56,58
642,,,,24,34,56,58
745,,,,24,34,56,58
844,,,,24,34,56,58
941,,,,24,34,56,58
1040,,,,24,34,56,58
1140,,,,24,34,56,58
1249,,,,24,34,56,58
1348,,,,24,34,56,58
1465,,,,24,34,56,58
1523,,,,24,34,56,58
1623,,,,24,34,56,58
1743,,,,24,34,56,58
1843,368.58321600835654,662.8982901872276,3.0565949284365552,107,4,13,15
1930,369.61967678229115,673.6582531809308,-2.5666674927331887,12,22,3,5
2004,375.1734120232931,677.5861908906842,-1.9451062276792306,28,38,107,109
2104,377.14157744507054,680.6971791607799,-1.2972761618473192,46,56,98,100
2206,385.37168296320374,679.8218787216232,-1.032939805868509,53,63,94,96
2307,394.5156778874547,677.6590110254781,-1.0331933759143752,53,63,94,96
2407,398.60753451679574,675.9038631088252,-1.5123350254438237,40,50,101,103
2507,403.1382394253087,679.298190769442,-2.2510303370047833,20,30,111,113
2608,404.0013344519825,684.5748808867797,-2.875185889214917,3,13,7,9
2707,409.79148250729617,685.9220454916779,2.548559975920434,93,103,20,22
2807,,,,93,103,20,22
2908,,,,93,103,20,22
3007,,,,93,103,20,22
3109,,,,93,103,20,22
3208,,,,93,103,20,22
3309,,,,93,103,20,22
3411,,,,93,103,20,22
3511,,,,93,103,20,22
3612,,,,93,103,20,22
3713,,,,93,103,20,22
3815,,,,93,103,20,22
3917,,,,93,103,20,22
4017,,,,93,103,20,22
4118,,,,93,103,20,22
4219,,,,93,103,20,22
4321,,,,93,103,20,22
4422,,,,93,103,20,22
4523,,,,93,103,20,22
4624,,,,93,103,20,22
4735,,,,93,103,20,22
4826,,,,93,103,20,22
4928,,,,93,103,20,22
5029,,,,93,103,20,22
5131,,,,93,103,20,22
5232,,,,93,103,20,22
