[camera]
# width=480
# height=640
# width=720
# height=1280
# width=1536
# height=1024
# width=640
# height=480
# fps=30

[detection]
tag_pixel_width = 100
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 30 # in cm
origo_offset = [360, 360] # in pixels
cm_per_pixel = 0.1
baudrate = 115200#9600###921600#

[setup]
label = "Two different suns"

    [[setup.suns]]
    link_factor = 1.5
    green = 255
    azimuth = 90
    width = 11
    red = 100
    [[setup.suns]]
    blue = 255
    link_factor = -0.8
    green = 128
    azimuth = 180
    width = 3
    red = 41

[experiment]
datetime = 2023-12-11T13:10:22.320Z

ms,x,y,θ,start1,stop1,start2,stop2
645,,,,24,34,56,58
746,,,,24,34,56,58
846,,,,24,34,56,58
946,,,,24,34,56,58
1052,,,,24,34,56,58
1151,,,,24,34,56,58
1252,,,,24,34,56,58
1352,,,,24,34,56,58
1450,,,,24,34,56,58
1547,,,,24,34,56,58
1643,,,,24,34,56,58
1748,,,,24,34,56,58
1848,,,,24,34,56,58
1952,,,,24,34,56,58
2048,,,,24,34,56,58
2147,,,,24,34,56,58
2247,,,,24,34,56,58
2347,,,,24,34,56,58
2450,,,,24,34,56,58
2552,,,,24,34,56,58
2645,,,,24,34,56,58
2747,,,,24,34,56,58
2846,,,,24,34,56,58
2948,,,,24,34,56,58
3047,,,,24,34,56,58
3145,,,,24,34,56,58
3248,,,,24,34,56,58
3347,,,,24,34,56,58
3447,,,,24,34,56,58
3547,,,,24,34,56,58
3647,,,,24,34,56,58
3747,,,,24,34,56,58
3847,,,,24,34,56,58
3948,,,,24,34,56,58
4048,,,,24,34,56,58
4147,,,,24,34,56,58
4246,,,,24,34,56,58
4348,,,,24,34,56,58
4447,,,,24,34,56,58
4548,,,,24,34,56,58
4645,,,,24,34,56,58
4742,,,,24,34,56,58
4846,,,,24,34,56,58
4945,,,,24,34,56,58
5047,,,,24,34,56,58
5148,,,,24,34,56,58
5246,,,,24,34,56,58
5347,,,,24,34,56,58
5448,,,,24,34,56,58
5550,,,,24,34,56,58
5646,,,,24,34,56,58
5747,,,,24,34,56,58
5847,,,,24,34,56,58
5946,,,,24,34,56,58
6048,,,,24,34,56,58
6145,,,,24,34,56,58
6247,,,,24,34,56,58
6346,,,,24,34,56,58
6452,,,,24,34,56,58
6549,,,,24,34,56,58
6645,,,,24,34,56,58
6749,,,,24,34,56,58
6847,,,,24,34,56,58
6950,,,,24,34,56,58
7050,,,,24,34,56,58
7146,,,,24,34,56,58
7248,,,,24,34,56,58
7350,,,,24,34,56,58
7449,,,,24,34,56,58
7550,,,,24,34,56,58
7648,,,,24,34,56,58
7747,,,,24,34,56,58
7849,,,,24,34,56,58
7947,,,,24,34,56,58
8049,,,,24,34,56,58
8148,,,,24,34,56,58
8247,,,,24,34,56,58
8348,,,,24,34,56,58
8451,,,,24,34,56,58
8549,,,,24,34,56,58
8648,,,,24,34,56,58
8748,,,,24,34,56,58
8848,,,,24,34,56,58
8947,,,,24,34,56,58
9046,,,,24,34,56,58
9146,,,,24,34,56,58
9247,,,,24,34,56,58
9348,,,,24,34,56,58
9449,,,,24,34,56,58
9549,,,,24,34,56,58
9647,,,,24,34,56,58
9748,,,,24,34,56,58
9847,,,,24,34,56,58
9948,,,,24,34,56,58
10048,,,,24,34,56,58
10145,,,,24,34,56,58
10247,,,,24,34,56,58
10345,,,,24,34,56,58
10448,,,,24,34,56,58
10550,,,,24,34,56,58
10645,,,,24,34,56,58
10746,,,,24,34,56,58
10846,,,,24,34,56,58
10946,,,,24,34,56,58
11050,,,,24,34,56,58
11147,,,,24,34,56,58
11247,,,,24,34,56,58
11347,,,,24,34,56,58
11448,,,,24,34,56,58
11548,,,,24,34,56,58
11645,,,,24,34,56,58
11747,,,,24,34,56,58
11847,,,,24,34,56,58
11947,,,,24,34,56,58
12045,,,,24,34,56,58
12145,,,,24,34,56,58
12247,,,,24,34,56,58
12344,,,,24,34,56,58
12447,,,,24,34,56,58
12549,,,,24,34,56,58
12646,,,,24,34,56,58
12745,,,,24,34,56,58
12848,,,,24,34,56,58
12948,,,,24,34,56,58
13046,,,,24,34,56,58
13145,,,,24,34,56,58
13245,,,,24,34,56,58
13349,,,,24,34,56,58
13450,,,,24,34,56,58
13549,,,,24,34,56,58
13644,,,,24,34,56,58
13748,,,,24,34,56,58
13847,,,,24,34,56,58
13948,,,,24,34,56,58
14047,,,,24,34,56,58
14147,,,,24,34,56,58
14247,,,,24,34,56,58
14347,,,,24,34,56,58
14447,,,,24,34,56,58
14548,,,,24,34,56,58
14647,,,,24,34,56,58
14748,,,,24,34,56,58
14846,,,,24,34,56,58
14950,,,,24,34,56,58
15048,,,,24,34,56,58
15147,,,,24,34,56,58
15248,,,,24,34,56,58
15350,,,,24,34,56,58
15448,,,,24,34,56,58
15550,,,,24,34,56,58
15649,,,,24,34,56,58
15747,,,,24,34,56,58
15847,,,,24,34,56,58
15950,,,,24,34,56,58
16047,,,,24,34,56,58
16148,,,,24,34,56,58
16246,,,,24,34,56,58
16347,,,,24,34,56,58
16450,,,,24,34,56,58
16547,,,,24,34,56,58
16648,,,,24,34,56,58
16746,,,,24,34,56,58
16845,,,,24,34,56,58
16950,,,,24,34,56,58
17047,,,,24,34,56,58
17144,,,,24,34,56,58
17248,,,,24,34,56,58
17346,,,,24,34,56,58
17448,,,,24,34,56,58
17552,,,,24,34,56,58
17646,,,,24,34,56,58
17748,,,,24,34,56,58
17848,,,,24,34,56,58
17946,,,,24,34,56,58
18050,,,,24,34,56,58
18146,,,,24,34,56,58
18248,,,,24,34,56,58
18349,,,,24,34,56,58
18447,,,,24,34,56,58
18549,,,,24,34,56,58
18646,,,,24,34,56,58
18747,,,,24,34,56,58
18849,,,,24,34,56,58
18946,,,,24,34,56,58
19047,,,,24,34,56,58
19147,,,,24,34,56,58
19246,,,,24,34,56,58
19349,,,,24,34,56,58
19450,,,,24,34,56,58
19551,,,,24,34,56,58
19647,,,,24,34,56,58
