[camera]
# width=480
# height=640
# width=720
# height=1280
# width=1536
# height=1024
# width=640
# height=480
# fps=30

[detection]
tag_pixel_width = 100
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 30 # in cm
origo_offset = [360, 360] # in pixels
cm_per_pixel = 0.1
baudrate = 115200#9600###921600#

[setup]
label = "Three stationary suns"

    [[setup.suns]]
    link_factor = 0
    azimuth = 0
    width = 1
    red = 255
    [[setup.suns]]
    link_factor = 0
    green = 255
    azimuth = 90
    width = 1
    [[setup.suns]]
    blue = 255
    link_factor = 0
    azimuth = 180
    width = 1

[experiment]
datetime = 2023-12-09T14:26:25.208Z

ms,x,y,θ,start1,stop1,start2,stop2,start3,stop3
942,,,,1,1,29,29,57,57
942,,,,1,1,29,29,57,57
979,,,,1,1,29,29,57,57
979,,,,1,1,29,29,57,57
945,,,,1,1,29,29,57,57
1011,,,,1,1,29,29,57,57
1112,,,,1,1,29,29,57,57
1212,,,,1,1,29,29,57,57
1313,,,,1,1,29,29,57,57
1433,,,,1,1,29,29,57,57
1540,,,,1,1,29,29,57,57
1636,,,,1,1,29,29,57,57
1766,,,,1,1,29,29,57,57
1809,,,,1,1,29,29,57,57
1910,,,,1,1,29,29,57,57
2009,,,,1,1,29,29,57,57
2110,,,,1,1,29,29,57,57
2233,,,,1,1,29,29,57,57
2333,,,,1,1,29,29,57,57
2432,,,,1,1,29,29,57,57
2532,,,,1,1,29,29,57,57
2634,,,,1,1,29,29,57,57
2733,,,,1,1,29,29,57,57
2832,,,,1,1,29,29,57,57
2937,,,,1,1,29,29,57,57
3036,,,,1,1,29,29,57,57
3136,,,,1,1,29,29,57,57
3237,,,,1,1,29,29,57,57
3336,,,,1,1,29,29,57,57
3435,,,,1,1,29,29,57,57
3538,,,,1,1,29,29,57,57
