[camera]
# width=480
# height=640
# width=720
# height=1280
# width=1536
# height=1024
# width=640
# height=480
# fps=30

[detection]
tag_pixel_width = 100
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 30 # in cm
origo_offset = [360, 360] # in pixels
cm_per_pixel = 0.1
baudrate = 115200#9600###921600#

[setup]
label = "Crazy"

    [[setup.suns]]
    link_factor = 2
    green = 255
    width = 11
    [[setup.suns]]
    blue = 255
    link_factor = 1
    azimuth = 50
    [[setup.suns]]
    link_factor = 0
    azimuth = 100
    red = 255
    [[setup.suns]]
    link_factor = -1
    green = 255
    azimuth = 150
    red = 255
    [[setup.suns]]
    blue = 255
    link_factor = -2
    azimuth = 200
    red = 255
    [[setup.suns]]
    blue = 255
    link_factor = 0.5
    green = 255
    azimuth = 250
    [[setup.suns]]
    blue = 255
    link_factor = -0.5
    green = 255
    azimuth = 300
    red = 255

[experiment]
datetime = 2023-12-09T11:23:07.465Z

ms,x,y,θ,start1,stop1,start2,stop2,start3,stop3,start4,stop4,start5,stop5,start6,stop6,start7,stop7
3986,376.1108320180492,654.4348588351772,1.7183841345759359,58,68,48,48,32,32,17,17,2,2,95,95,80,80
3990,375.0541930994317,652.6380596914955,1.7058454471295599,57,67,47,47,32,32,17,17,2,2,95,95,80,80
3995,371.60325125271606,652.4016648865982,1.7163434033896596,58,68,48,48,32,32,17,17,2,2,95,95,80,80
4000,370.36877199978403,655.181469484536,1.684542587273801,57,67,47,47,32,32,18,18,3,3,95,95,80,80
4006,369.1556305625679,658.9845906600049,1.6802739143349303,56,66,47,47,32,32,18,18,3,3,95,95,80,80
4011,369.12948764204555,663.2597598989165,1.5905531604254102,53,63,45,45,32,32,19,19,7,7,94,94,81,81
4017,369.6648491859272,666.1409374139057,1.5296231389059174,51,61,44,44,32,32,21,21,9,9,93,93,81,81
4022,367.0688522088735,664.5513802730483,1.4565992734639697,48,58,43,43,32,32,22,22,11,11,93,93,82,82
4028,366.8183661477977,665.7167729415854,1.3626958516973335,45,55,41,41,32,32,24,24,15,15,92,92,83,83
4033,369.9982295167179,668.307878920667,1.3931883541900092,46,56,42,42,32,32,23,23,14,14,92,92,83,83
4039,371.3551384002617,669.5193262778155,1.5467401218443957,52,62,45,45,32,32,20,20,8,8,93,93,81,81
4044,371.23127464354684,668.400724532306,1.6214401116542454,54,64,46,46,32,32,19,19,5,5,94,94,81,81
4057,372.45290326373276,673.0710083293347,1.9290462054046293,65,75,51,51,32,32,13,13,107,107,97,97,78,78
4158,374.67098746743613,675.2214839094712,2.1181930410888707,72,82,55,55,32,32,10,10,101,101,99,99,76,76
4258,374.32593976409544,675.7230424661475,2.276089595677896,78,88,58,58,32,32,7,7,95,95,100,100,75,75
4360,374.16585063754667,675.5194056232945,2.4363668931798683,84,94,61,61,32,32,4,4,89,89,101,101,73,73
4460,374.7854118782217,674.7371793408188,2.6335508394764666,91,101,64,64,32,32,1,1,82,82,103,103,71,71
4559,374.8467868836298,674.4417631171439,2.8951463902003427,100,110,69,69,32,32,109,109,73,73,106,106,69,69
4660,375.8862479346716,673.466295443399,3.0698517361651665,106,3,72,72,32,32,106,106,66,66,107,107,68,68
4760,376.18809261413696,671.9822168855873,-2.996468772864856,1,11,76,76,32,32,102,102,59,59,109,109,66,66
4860,376.5041922369166,671.7682690638389,-2.7500232359932473,10,20,80,80,32,32,98,98,50,50,111,111,63,63
4960,376.8971509547732,671.7391141574298,-2.466985619485999,20,30,85,85,32,32,92,92,40,40,1,1,61,61
5060,376.8884315100809,670.9765466942055,-2.271138426387541,27,37,89,89,32,32,89,89,32,32,3,3,59,59
5160,378.2697892994443,670.0992300491175,-1.9804706378645334,38,48,94,94,32,32,84,84,22,22,5,5,56,56
5260,380.1487783512237,671.3159895587388,-1.5967648140158264,52,62,101,101,32,32,77,77,8,8,9,9,53,53
5360,380.36328318587323,672.1173150325719,-1.3445437592406517,61,71,106,106,32,32,72,72,112,112,11,11,51,51
5460,381.8576283649526,672.4027907865154,-1.1278350553564656,68,78,109,109,32,32,68,68,104,104,13,13,49,49
5560,384.50271029665794,671.3662400946382,-0.8628391493597403,78,88,1,1,32,32,64,64,95,95,15,15,46,46
5660,385.87272521105103,669.4147660206448,-0.6853660127859311,84,94,4,4,32,32,60,60,88,88,17,17,45,45
5760,384.85228609576325,670.8098773373489,-0.7237237497753071,83,93,4,4,32,32,61,61,90,90,16,16,45,45
5860,381.2262015964976,676.8382814598723,-0.927655383007129,76,86,113,113,32,32,65,65,97,97,15,15,47,47
5960,378.15011509978973,680.6562063804823,-1.149979681064093,68,78,109,109,32,32,69,69,105,105,13,13,49,49
6060,376.58098219670524,679.4352213234755,-1.4073424304977644,58,68,104,104,32,32,73,73,1,1,10,10,51,51
6160,375.9008316772242,678.6659989684562,-1.5732762856754374,52,62,101,101,32,32,76,76,7,7,9,9,53,53
6260,373.9750812458377,678.8690525126273,-1.7650871419776513,46,56,98,98,32,32,80,80,14,14,7,7,55,55
6360,372.434735232918,683.283129267294,-2.0659462987871535,35,45,93,93,32,32,85,85,25,25,4,4,57,57
6460,369.54982075307385,688.9629861145779,-2.3402283597531937,25,35,88,88,32,32,90,90,35,35,2,2,60,60
6560,367.15856556168325,690.4203116246283,-2.6069644015106657,15,25,83,83,32,32,95,95,45,45,113,113,62,62
6660,365.18683809387784,691.0778676679449,-2.8705100914432427,6,16,78,78,32,32,100,100,54,54,110,110,64,64
6760,365.27106723659404,692.5019847451321,-3.0738426252024205,111,8,74,74,32,32,103,103,61,61,108,108,66,66
6860,364.2327615030322,693.4483418621709,2.9611532823448665,103,113,70,70,32,32,108,108,70,70,106,106,69,69
6960,362.69374675707104,693.4857286995169,2.6324776632328746,91,101,64,64,32,32,1,1,82,82,103,103,71,71
7060,362.75431387155623,692.4446971214234,2.3719905388012914,81,91,59,59,32,32,5,5,91,91,101,101,74,74
7160,362.42551519842095,691.8307308666948,2.1499146808211593,73,83,55,55,32,32,9,9,99,99,99,99,76,76
7260,362.9299382288248,691.0100457134629,1.7431399661286968,59,69,48,48,32,32,17,17,1,1,95,95,79,79
7359,362.33399842433164,690.5777895724001,1.3282698525209,44,54,41,41,32,32,24,24,16,16,91,91,83,83
7460,363.1086052868818,691.6151313985166,1.134245330912891,37,47,37,37,32,32,28,28,23,23,90,90,85,85
7560,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
7661,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
7761,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
7861,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
7962,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
8063,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
8164,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
8265,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
8367,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
8466,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
8599,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
8668,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
8768,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
8870,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
8971,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
9073,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
9174,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
9275,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
9376,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
9478,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
9580,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
9681,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
9787,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
9887,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
9990,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
10090,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
10192,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
10291,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
10393,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
10515,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
10592,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
10692,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
10793,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
10894,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
10994,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
11096,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
11199,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
11297,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
11397,,,,37,47,37,37,32,32,28,28,23,23,90,90,85,85
