[camera]
# width=480
# height=640
# width=720
# height=1280
# width=1536
# height=1024
# width=640
# height=480
# fps=30

[detection]
tag_pixel_width = 100
widen_radius = 15

[arena]
nleds = 113#198
ring_r = 30 # in cm
origo_offset = [360, 360] # in pixels
cm_per_pixel = 0.1
baudrate = 115200#9600###921600#

[setup]
label = "Crazy"

    [[setup.suns]]
    link_factor = 2
    green = 255
    width = 11
    [[setup.suns]]
    blue = 255
    link_factor = 1
    azimuth = 50
    [[setup.suns]]
    link_factor = 0
    azimuth = 100
    red = 255
    [[setup.suns]]
    link_factor = -1
    green = 255
    azimuth = 150
    red = 255
    [[setup.suns]]
    blue = 255
    link_factor = -2
    azimuth = 200
    red = 255
    [[setup.suns]]
    blue = 255
    link_factor = 0.5
    green = 255
    azimuth = 250
    [[setup.suns]]
    blue = 255
    link_factor = -0.5
    green = 255
    azimuth = 300
    red = 255

[experiment]
datetime = 2023-12-09T12:16:09.597Z

ms,x,y,θ,start1,stop1,start2,stop2,start3,stop3,start4,stop4,start5,stop5,start6,stop6,start7,stop7
2214,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
2283,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
2314,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
2343,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
2374,,,,109,6,17,17,32,32,48,48,64,64,79,79,95,95
2516,363.28551858381593,641.5102628004889,1.2053263180217675,63,73,50,50,32,32,14,14,109,109,96,96,78,78
2517,369.16607836642,643.8395154967792,1.5044318506839676,63,73,50,50,32,32,14,14,109,109,96,96,78,78
2517,372.8164659707793,641.6588581457039,1.872459473191227,63,73,50,50,32,32,14,14,109,109,96,96,78,78
2519,369.75364937051586,635.8416705442456,2.2304861567375376,76,86,57,57,32,32,8,8,97,97,100,100,75,75
2525,367.2080406119226,633.5424910349067,2.657727390062309,92,102,64,64,32,32,113,113,81,81,103,103,71,71
2530,367.1438510152036,631.2721590012065,2.9588903032682343,102,112,70,70,32,32,108,108,70,70,106,106,69,69
2535,372.90140803413385,629.6539737266821,-2.9631663101911574,2,12,76,76,32,32,101,101,57,57,109,109,65,65
2541,377.7604396610325,628.9392629519481,-2.605453851467087,15,25,83,83,32,32,95,95,44,44,113,113,62,62
2546,380.2703328435013,630.4861985857665,-2.402441294444998,23,33,86,86,32,32,91,91,37,37,1,1,60,60
2552,,,,23,33,86,86,32,32,91,91,37,37,1,1,60,60
2558,374.3761261341295,633.695277136426,2.652715975710889,91,101,64,64,32,32,113,113,81,81,103,103,71,71
2564,373.14371041215765,630.8272031814008,2.3282431597989066,80,90,59,59,32,32,6,6,93,93,100,100,74,74
2639,374.3874344895396,630.1233118801845,2.1717194915552795,74,84,56,56,32,32,9,9,99,99,99,99,76,76
2738,375.4750879157773,627.8293402502421,1.9264088722562651,65,75,51,51,32,32,13,13,107,107,97,97,78,78
2838,376.55941836575647,623.7269258912897,1.6209679093902782,54,64,46,46,32,32,19,19,5,5,94,94,81,81
2938,377.6570094307663,621.2775681466029,1.5029178134874008,50,60,44,44,32,32,21,21,10,10,93,93,82,82
3038,380.23960432132924,621.1108035947824,1.448613839550675,48,58,43,43,32,32,22,22,12,12,92,92,82,82
3138,382.41778322850035,621.2179646548313,1.3908595046783696,46,56,42,42,32,32,23,23,14,14,92,92,83,83
3238,382.6788569960814,619.877609483269,1.4131290934295588,47,57,42,42,32,32,23,23,13,13,92,92,82,82
3338,382.5635893412093,620.2912884844535,1.5732649567075416,53,63,45,45,32,32,20,20,7,7,94,94,81,81
3438,384.5112951176869,622.2346543634729,1.8457280504607403,62,72,50,50,32,32,15,15,110,110,96,96,79,79
3538,385.8721923988954,623.2577115394872,2.0147553608300663,68,78,53,53,32,32,12,12,104,104,98,98,77,77
